gel.id,gellane.id,strain,strain.id,trt,lim,cID,tm.pt,Band,MW,intensity,rel.int,
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,6,56.17,1443.08,0.1188,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,7,51.76,794.42,0.0611,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,8,47.04,303.87,0.0294,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,9,42.63,173.22,0.015,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,10,40.13,125.85,0.0109,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,11,35.38,66.51,0.005,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,12,32.5,67.73,0.0068,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,13,29.88,190.75,0.0215,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,14,27.55,165.16,0.0178,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,15,25.95,585.09,0.0504,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,16,24.5,347.82,0.0493,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,17,23.46,480.07,0.0315,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,18,19.36,230.98,0.0219,lpdaC
20160413-gel3,20160413-gel3-02,7803R8R21,233-7803R8R21,A,A,A,0,1,64.76,658.52,0.1854,oant
20160413-gel3,20160413-gel3-02,7803R8R21,233-7803R8R21,A,A,A,0,2,62.16,1085.24,0.1907,oant
20160413-gel3,20160413-gel3-02,7803R8R21,233-7803R8R21,A,A,A,0,3,59.24,1114.54,0.2042,oant
20160413-gel3,20160413-gel3-02,7803R8R21,233-7803R8R21,A,A,A,0,4,55.66,662.03,0.1619,oant
20160413-gel3,20160413-gel3-02,7803R8R21,233-7803R8R21,A,A,A,0,5,51.43,227.69,0.0928,oant
20160413-gel3,20160413-gel3-02,7803R8R21,233-7803R8R21,A,A,A,0,6,48.18,162.58,0.0287,oant
20160413-gel3,20160413-gel3-02,7803R8R21,233-7803R8R21,A,A,A,0,7,28.64,121.57,0.0222,oant
20160413-gel3,20160413-gel3-02,7803R8R21,233-7803R8R21,A,A,A,0,8,24.85,34.35,0.0172,oant
20160413-gel3,20160413-gel3-02,7803R8R21,233-7803R8R21,A,A,A,0,9,24.13,NA,NA,oant
20160413-gel3,20160413-gel3-02,7803R8R21,233-7803R8R21,A,A,A,0,10,23.05,88.43,0.0192,oant
20160413-gel3,20160413-gel3-02,7803R8R21,233-7803R8R21,A,A,A,0,11,18.54,5.6522,0.0016,lpdaC
20160413-gel3,20160413-gel3-02,7803R8R21,233-7803R8R21,A,A,A,0,12,11.71,88.91,0.0768,lpda
20160413-gel3,20160413-gel3-03,01P2S4,234-01P2S4,C,P,P2,1,1,44.6,46.45,0.0401,oant
20160413-gel3,20160413-gel3-03,01P2S4,234-01P2S4,C,P,P2,1,2,28.64,239.47,0.2209,oant
20160413-gel3,20160413-gel3-03,01P2S4,234-01P2S4,C,P,P2,1,3,19.08,954.61,0.5492,lpdaC
20160413-gel3,20160413-gel3-03,01P2S4,234-01P2S4,C,P,P2,1,4,13.1,174.54,0.1898,lpda
20160413-gel3,20160413-gel3-04,01N2S1,235-01N2S1,C,N,N2,1,1,28.82,16.77,0.0329,oant
20160413-gel3,20160413-gel3-04,01N2S1,235-01N2S1,C,N,N2,1,2,19.26,723.29,0.6032,lpdaC
20160413-gel3,20160413-gel3-04,01N2S1,235-01N2S1,C,N,N2,1,3,13.92,77.78,0.0822,lpda
20160413-gel3,20160413-gel3-04,01N2S1,235-01N2S1,C,N,N2,1,4,11.88,125.53,0.2818,lpda
20160413-gel3,20160413-gel3-05,01N3S3,236-01N3S3,C,N,N3,1,1,29,194.08,0.1174,oant
20160413-gel3,20160413-gel3-05,01N3S3,236-01N3S3,C,N,N3,1,2,19.17,629.72,0.5904,lpdaC
20160413-gel3,20160413-gel3-05,01N3S3,236-01N3S3,C,N,N3,1,3,13.51,202.16,0.2223,lpda
20160413-gel3,20160413-gel3-05,01N3S3,236-01N3S3,C,N,N3,1,4,11.22,85.75,0.07,lpda
20160413-gel3,20160413-gel3-06,19P5S5,237-19P5S5,T,P,P5,19,1,23.14,133.31,0.1558,oant
20160413-gel3,20160413-gel3-06,19P5S5,237-19P5S5,T,P,P5,19,2,19.26,620.03,0.6854,lpdaC
20160413-gel3,20160413-gel3-06,19P5S5,237-19P5S5,T,P,P5,19,3,11.31,90.57,0.1587,lpda
20160413-gel3,20160413-gel3-07,19N1S5,238-19N1S5,C,N,N1,19,1,73.87,103.03,0.1065,oant
20160413-gel3,20160413-gel3-07,19N1S5,238-19N1S5,C,N,N1,19,2,29,252.43,0.1587,oant
20160413-gel3,20160413-gel3-07,19N1S5,238-19N1S5,C,N,N1,19,3,19.26,486.23,0.3418,lpdaC
20160413-gel3,20160413-gel3-07,19N1S5,238-19N1S5,C,N,N1,19,4,17.67,113.57,0.0706,lpda
20160413-gel3,20160413-gel3-07,19N1S5,238-19N1S5,C,N,N1,19,5,13.59,204.96,0.2516,lpda
20160413-gel3,20160413-gel3-07,19N1S5,238-19N1S5,C,N,N1,19,6,11.39,76.48,0.0708,lpda
20160413-gel3,20160413-gel3-08,01N3S4,239-01N3S4,C,N,N3,1,1,83.3,62.32,0.0605,oant
20160413-gel3,20160413-gel3-08,01N3S4,239-01N3S4,C,N,N3,1,2,67.69,75.05,0.064,oant
20160413-gel3,20160413-gel3-08,01N3S4,239-01N3S4,C,N,N3,1,3,43.95,75.88,0.0716,oant
20160413-gel3,20160413-gel3-08,01N3S4,239-01N3S4,C,N,N3,1,4,29,165.16,0.1115,oant
20160413-gel3,20160413-gel3-08,01N3S4,239-01N3S4,C,N,N3,1,5,27.29,17.98,0.0109,oant
20160413-gel3,20160413-gel3-08,01N3S4,239-01N3S4,C,N,N3,1,6,19.17,485.74,0.3334,lpdaC
20160413-gel3,20160413-gel3-08,01N3S4,239-01N3S4,C,N,N3,1,7,13.51,202.34,0.2859,lpda
20160413-gel3,20160413-gel3-08,01N3S4,239-01N3S4,C,N,N3,1,8,11.14,89.03,0.0622,lpda
20160413-gel3,20160413-gel3-09,01P2S1,240-01P2S1,C,P,P2,1,1,79.07,53.09,0.0488,oant
20160413-gel3,20160413-gel3-09,01P2S1,240-01P2S1,C,P,P2,1,2,29,244.81,0.1691,oant
20160413-gel3,20160413-gel3-09,01P2S1,240-01P2S1,C,P,P2,1,3,18.99,843.91,0.537,lpdaC
20160413-gel3,20160413-gel3-09,01P2S1,240-01P2S1,C,P,P2,1,4,13.18,178.2,0.1935,lpda
20160413-gel3,20160413-gel3-09,01P2S1,240-01P2S1,C,P,P2,1,5,10.73,73.89,0.0515,lpda
20160413-gel4,20160413-gel4-04,19N5S2,243-19N5S2,T,N,N5,19,1,43.03,436.32,0.4541,oant
20160413-gel4,20160413-gel4-04,19N5S2,243-19N5S2,T,N,N5,19,2,40.77,535.69,0.5459,oant
20160413-gel4,20160413-gel4-05,19P5S3,244-19P5S3,T,P,P5,19,1,45.42,199.33,0.411,oant
20160413-gel4,20160413-gel4-05,19P5S3,244-19P5S3,T,P,P5,19,2,41.73,197.54,0.363,oant
20160413-gel4,20160413-gel4-05,19P5S3,244-19P5S3,T,P,P5,19,3,29,29.73,0.047,oant
20160413-gel4,20160413-gel4-05,19P5S3,244-19P5S3,T,P,P5,19,4,27.96,22.74,0.0328,oant
20160413-gel4,20160413-gel4-05,19P5S3,244-19P5S3,T,P,P5,19,5,23.72,26.87,0.0574,oant
20160413-gel4,20160413-gel4-05,19P5S3,244-19P5S3,T,P,P5,19,6,19.13,36.5,0.0886,lpdaC
20160413-gel4,20160413-gel4-06,19N3S4,245-19N3S4,T,N,N3,19,1,47.47,169.7,0.0885,oant
20160413-gel4,20160413-gel4-06,19N3S4,245-19N3S4,T,N,N3,19,2,43.37,769.11,0.3024,oant
20160413-gel4,20160413-gel4-06,19N3S4,245-19N3S4,T,N,N3,19,3,40.49,900.28,0.3492,oant
20160413-gel4,20160413-gel4-06,19N3S4,245-19N3S4,T,N,N3,19,4,28.83,60.71,0.0263,oant
20160413-gel4,20160413-gel4-06,19N3S4,245-19N3S4,T,N,N3,19,5,27.53,65.45,0.0277,oant
20160413-gel4,20160413-gel4-06,19N3S4,245-19N3S4,T,N,N3,19,6,25.19,113.15,0.0611,oant
20160413-gel4,20160413-gel4-06,19N3S4,245-19N3S4,T,N,N3,19,7,23.11,141.23,0.094,oant
20160413-gel4,20160413-gel4-06,19N3S4,245-19N3S4,T,N,N3,19,8,19.3,79.44,0.0332,lpdaC
20160413-gel4,20160413-gel4-06,19N3S4,245-19N3S4,T,N,N3,19,9,13.44,22.42,0.0175,lpda
20160413-gel4,20160413-gel4-07,19N1S2,246-19N1S2,C,N,N1,19,1,39.67,58.37,0.0371,oant
20160413-gel4,20160413-gel4-07,19N1S2,246-19N1S2,C,N,N1,19,2,37.48,383.2,0.3077,oant
20160413-gel4,20160413-gel4-07,19N1S2,246-19N1S2,C,N,N1,19,3,35.29,318.25,0.2364,oant
20160413-gel4,20160413-gel4-07,19N1S2,246-19N1S2,C,N,N1,19,4,28.74,100.26,0.0952,oant
20160413-gel4,20160413-gel4-07,19N1S2,246-19N1S2,C,N,N1,19,5,27.44,29.79,0.0242,oant
20160413-gel4,20160413-gel4-07,19N1S2,246-19N1S2,C,N,N1,19,6,19.13,307.1,0.2815,lpdaC
20160413-gel4,20160413-gel4-07,19N1S2,246-19N1S2,C,N,N1,19,7,9.68,9.7614,0.0067,lpda
20160413-gel4,20160413-gel4-07,19N1S2,246-19N1S2,C,N,N1,19,8,8.08,15.44,0.0113,lpda
20160413-gel4,20160413-gel4-08,05P4S1,247-05P4S1,T,P,P4,5,1,28.48,116.15,0.2012,oant
20160413-gel4,20160413-gel4-08,05P4S1,247-05P4S1,T,P,P4,5,2,27.44,56.19,0.085,oant
20160413-gel4,20160413-gel4-08,05P4S1,247-05P4S1,T,P,P4,5,3,18.78,177.3,0.3326,lpdaC
20160413-gel4,20160413-gel4-08,05P4S1,247-05P4S1,T,P,P4,5,4,13.04,92.73,0.2269,lpda
20160413-gel4,20160413-gel4-08,05P4S1,247-05P4S1,T,P,P4,5,5,10.4,57,0.1543,lpda
20160413-gel4,20160413-gel4-09,19P4S5,248-19P4S5,T,P,P4,19,1,42.68,171.26,0.1462,oant
20160413-gel4,20160413-gel4-09,19P4S5,248-19P4S5,T,P,P4,19,2,40.49,125.41,0.0959,oant
20160413-gel4,20160413-gel4-09,19P4S5,248-19P4S5,T,P,P4,19,3,28.22,136.56,0.1302,oant
20160413-gel4,20160413-gel4-09,19P4S5,248-19P4S5,T,P,P4,19,4,22.59,55.14,0.067,oant
20160413-gel4,20160413-gel4-09,19P4S5,248-19P4S5,T,P,P4,19,5,18.35,387.42,0.3819,lpdaC
20160413-gel4,20160413-gel4-09,19P4S5,248-19P4S5,T,P,P4,19,6,17.2,111.14,0.0696,lpda
20160413-gel4,20160413-gel4-09,19P4S5,248-19P4S5,T,P,P4,19,7,12.4,63.62,0.1051,lpda
20160413-gel4,20160413-gel4-09,19P4S5,248-19P4S5,T,P,P4,19,8,6.88,5.4065,0.0041,lpda
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,1,94.35,87.94,0.0121,oant
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,2,67.19,142.64,0.0225,oant
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,3,52.37,303.93,0.0289,oant
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,4,43.98,767.92,0.1167,oant
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,5,40.51,522.57,0.0777,oant
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,6,35.23,170.45,0.0299,oant
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,7,30.9,282.09,0.0576,oant
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,8,27.33,1410.79,0.3207,oant
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,9,24.06,201.08,0.032,oant
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,10,22.04,356.19,0.0855,oant
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,11,18.97,310.95,0.0366,lpdaC
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,12,18.07,1585.24,0.1426,lpda
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,13,17.22,339.71,0.0348,lpda
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,14,13.82,NA,3.00E-04,lpda
20160420-gel1,20160420-gel1-03,01P5S5,250-01P5S5,C,P,P5,1,15,13.22,24.64,0.0021,lpda
20160420-gel1,20160420-gel1-04,19N1S4,202-19N1S4,C,N,N1,19,1,45.46,37.36,0.2272,oant
20160420-gel1,20160420-gel1-04,19N1S4,202-19N1S4,C,N,N1,19,2,41.05,28.64,0.1946,oant
20160420-gel1,20160420-gel1-04,19N1S4,202-19N1S4,C,N,N1,19,3,17.52,46.34,0.5254,lpdaC
20160420-gel1,20160420-gel1-04,19N1S4,202-19N1S4,C,N,N1,19,4,16.63,11.06,0.0527,lpda
20160420-gel1,20160420-gel1-05,19N1S4,242-19N1S4,C,N,N1,19,1,54.84,154.57,0.0333,oant
20160420-gel1,20160420-gel1-05,19N1S4,242-19N1S4,C,N,N1,19,2,46.94,688.3,0.2478,oant
20160420-gel1,20160420-gel1-05,19N1S4,242-19N1S4,C,N,N1,19,3,41.46,709.93,0.252,oant
20160420-gel1,20160420-gel1-05,19N1S4,242-19N1S4,C,N,N1,19,4,28.16,5.6667,0.0017,oant
20160420-gel1,20160420-gel1-05,19N1S4,242-19N1S4,C,N,N1,19,5,26.63,63.09,0.0188,oant
20160420-gel1,20160420-gel1-05,19N1S4,242-19N1S4,C,N,N1,19,6,24.75,157.23,0.0598,oant
20160420-gel1,20160420-gel1-05,19N1S4,242-19N1S4,C,N,N1,19,7,22.66,384.05,0.2137,oant
20160420-gel1,20160420-gel1-05,19N1S4,242-19N1S4,C,N,N1,19,8,19.11,131.64,0.0389,oant
20160420-gel1,20160420-gel1-05,19N1S4,242-19N1S4,C,N,N1,19,9,17.82,330.95,0.1279,lpdaC
20160420-gel1,20160420-gel1-05,19N1S4,242-19N1S4,C,N,N1,19,10,16.75,28.05,0.0061,lpda
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,1,101.8,526.58,0.0566,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,2,92.37,67.4,0.0038,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,3,75.58,360.4,0.0389,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,4,54.35,1184.09,0.0635,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,5,45.46,3085.5,0.1605,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,6,40.92,3339.67,0.1698,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,7,36.72,526.43,0.0216,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,8,33.6,384.89,0.0386,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,9,30.63,174.95,0.0089,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,10,28.3,226,0.0114,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,11,26.49,559.7,0.062,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,12,24.27,835.87,0.1102,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,13,22.39,1122.98,0.2001,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,14,19.32,NA,NA,oant
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,15,17.76,406.55,0.0206,lpdaC
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,16,17.04,571.49,0.028,lpda
20160420-gel1,20160420-gel1-06,19N2S5,251-19N2S5,T,N,N2,19,17,16.15,139.66,0.0066,lpda
20160420-gel1,20160420-gel1-07,19N3S2,226-19N3S2,T,N,N3,19,1,50.89,82.33,0.289,oant
20160420-gel1,20160420-gel1-07,19N3S2,226-19N3S2,T,N,N3,19,2,42.99,106.75,0.3839,oant
20160420-gel1,20160420-gel1-07,19N3S2,226-19N3S2,T,N,N3,19,3,22.66,33.8,0.327,oant
20160420-gel1,20160420-gel1-08,19N3S4,245-19N3S4,T,N,N3,19,1,106.7,130.52,0.0099,oant
20160420-gel1,20160420-gel1-08,19N3S4,245-19N3S4,T,N,N3,19,2,82,156.41,0.0225,oant
20160420-gel1,20160420-gel1-08,19N3S4,245-19N3S4,T,N,N3,19,3,58.3,715.09,0.0537,oant
20160420-gel1,20160420-gel1-08,19N3S4,245-19N3S4,T,N,N3,19,4,50.4,2794.65,0.1962,oant
20160420-gel1,20160420-gel1-08,19N3S4,245-19N3S4,T,N,N3,19,5,42.99,3348.93,0.2319,oant
20160420-gel1,20160420-gel1-08,19N3S4,245-19N3S4,T,N,N3,19,6,32.39,226.74,0.0247,oant
20160420-gel1,20160420-gel1-08,19N3S4,245-19N3S4,T,N,N3,19,7,28.58,451.58,0.0568,oant
20160420-gel1,20160420-gel1-08,19N3S4,245-19N3S4,T,N,N3,19,8,26.98,613.14,0.0895,oant
20160420-gel1,20160420-gel1-08,19N3S4,245-19N3S4,T,N,N3,19,9,24.89,734.69,0.1204,oant
20160420-gel1,20160420-gel1-08,19N3S4,245-19N3S4,T,N,N3,19,10,22.94,873.67,0.1607,oant
20160420-gel1,20160420-gel1-08,19N3S4,245-19N3S4,T,N,N3,19,11,19.25,373.78,0.0334,oant
20160420-gel1,20160420-gel1-08,19N3S4,245-19N3S4,T,N,N3,19,12,17.46,5.4816,3.00E-04,oant
20160420-gel1,20160420-gel1-09,19N3S5,227-19N3S5,T,N,N3,19,1,82.49,138.94,0.1718,oant
20160420-gel1,20160420-gel1-09,19N3S5,227-19N3S5,T,N,N3,19,2,76.57,159.37,0.1968,oant
20160420-gel1,20160420-gel1-09,19N3S5,227-19N3S5,T,N,N3,19,3,71.63,153.4,0.1733,oant
20160420-gel1,20160420-gel1-09,19N3S5,227-19N3S5,T,N,N3,19,4,65.7,118.83,0.135,oant
20160420-gel1,20160420-gel1-09,19N3S5,227-19N3S5,T,N,N3,19,5,58.3,84.88,0.0962,oant
20160420-gel1,20160420-gel1-09,19N3S5,227-19N3S5,T,N,N3,19,6,48.91,37.73,0.0459,oant
20160420-gel1,20160420-gel1-09,19N3S5,227-19N3S5,T,N,N3,19,7,42.49,16.37,0.0215,oant
20160420-gel1,20160420-gel1-09,19N3S5,227-19N3S5,T,N,N3,19,8,26.84,10.77,0.0125,oant
20160420-gel1,20160420-gel1-09,19N3S5,227-19N3S5,T,N,N3,19,9,22.59,68.81,0.1865,oant
20160420-gel1,20160420-gel1-09,19N3S5,227-19N3S5,T,N,N3,19,10,18.97,NA,NA,lpdaC
20160420-gel2,20160420-gel2-02,01N3S2,201-01N3S2,C,N,N3,1,1,18,167.43,0.6956,lpdaC
20160420-gel2,20160420-gel2-02,01N3S2,201-01N3S2,C,N,N3,1,2,16.74,75.27,0.3044,oant
20160420-gel2,20160420-gel2-03,01N3S2,258-01N3S2,C,N,N3,1,1,68.47,129.44,0.0202,oant
20160420-gel2,20160420-gel2-03,01N3S2,258-01N3S2,C,N,N3,1,2,46.71,360.95,0.0345,oant
20160420-gel2,20160420-gel2-03,01N3S2,258-01N3S2,C,N,N3,1,3,41.88,871.98,0.0616,oant
20160420-gel2,20160420-gel2-03,01N3S2,258-01N3S2,C,N,N3,1,4,40.04,591.96,0.0371,oant
20160420-gel2,20160420-gel2-03,01N3S2,258-01N3S2,C,N,N3,1,5,35.67,308.28,0.0286,oant
20160420-gel2,20160420-gel2-03,01N3S2,258-01N3S2,C,N,N3,1,6,32.11,296.16,0.0144,oant
20160420-gel2,20160420-gel2-03,01N3S2,258-01N3S2,C,N,N3,1,7,28.48,1828.24,0.1474,oant
20160420-gel2,20160420-gel2-03,01N3S2,258-01N3S2,C,N,N3,1,8,27.29,1915.21,0.1321,oant
20160420-gel2,20160420-gel2-03,01N3S2,258-01N3S2,C,N,N3,1,9,24.54,340.47,0.0334,oant
20160420-gel2,20160420-gel2-03,01N3S2,258-01N3S2,C,N,N3,1,10,22.24,522.36,0.0566,oant
20160420-gel2,20160420-gel2-03,01N3S2,258-01N3S2,C,N,N3,1,11,18.22,3231.65,0.2522,lpdaC
20160420-gel2,20160420-gel2-03,01N3S2,258-01N3S2,C,N,N3,1,12,16.81,2159.81,0.1819,lpda
20160420-gel2,20160420-gel2-04,01N3S4,203-01N3S4,C,N,N3,1,1,18.74,169.9,1,lpdaC
20160420-gel2,20160420-gel2-05,01N3S4,239-01N3S4,C,N,N3,1,1,43.18,105.36,0.039,oant
20160420-gel2,20160420-gel2-05,01N3S4,239-01N3S4,C,N,N3,1,2,40.62,101.38,0.042,oant
20160420-gel2,20160420-gel2-05,01N3S4,239-01N3S4,C,N,N3,1,3,38.09,33.92,0.0104,oant
20160420-gel2,20160420-gel2-05,01N3S4,239-01N3S4,C,N,N3,1,4,28.85,296.53,0.1354,oant
20160420-gel2,20160420-gel2-05,01N3S4,239-01N3S4,C,N,N3,1,5,18.82,1688.81,0.6404,lpdaC
20160420-gel2,20160420-gel2-05,01N3S4,239-01N3S4,C,N,N3,1,6,17.55,158.6,0.1328,lpda
20160420-gel2,20160420-gel2-06,01P2S1,208-01P2S1,C,P,P2,1,1,18.97,159.32,1,lpdaC
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,1,48.18,98.62,0.0149,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,2,43.76,278.88,0.0651,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,3,40.96,149.14,0.0322,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,4,38.32,27.6,0.004,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,5,32.68,34.98,0.0069,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,6,28.85,532.1,0.1765,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,7,24.99,68.92,0.0168,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,8,22.68,172.59,0.0485,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,9,18.67,2146.72,0.5121,lpdaC
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,10,17.33,307.43,0.123,lpda
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,1,48.47,246.28,0.03,oant
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,2,44.06,755.89,0.113,oant
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,3,41.08,487.5,0.0712,oant
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,4,28.85,1033.53,0.2106,oant
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,5,22.46,43.28,0.0044,oant
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,6,19.49,364.33,0.0431,oant
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,7,18.52,2648.92,0.4684,lpdaC
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,8,17.26,344.61,0.0595,lpda
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,1,46.71,48.9,0.0035,oant
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,2,43.47,141.54,0.0129,oant
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,3,40.73,162.47,0.0143,oant
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,4,28.41,1029.85,0.2795,oant
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,5,24.69,122.76,0.0149,oant
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,6,22.24,140.67,0.0184,oant
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,7,18.22,2898.81,0.4495,lpdaC
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,8,16.96,1424.79,0.207,lpda
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,1,95.48,70.81,0.0179,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,2,91.44,92.07,0.024,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,3,87.39,149.33,0.0372,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,4,82.45,206.65,0.0528,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,5,77.96,256.94,0.064,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,6,72.56,232.29,0.0556,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,7,66.72,167.67,0.0402,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,8,60.43,98.07,0.0249,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,9,54.13,62.48,0.0159,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,10,47.39,45.91,0.0118,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,11,41.34,46.41,0.0124,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,12,38.98,32.93,0.0088,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,13,33.6,34.12,0.016,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,14,29,43.13,0.0192,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,15,26.75,195.17,0.0847,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,16,25.94,122.55,0.0435,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,17,23.38,125.74,0.059,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,18,21.88,187.43,0.0499,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,19,21.13,231.78,0.0577,oant
