Gel.dat,Gel,lim,cID,Sample,lane,Band,MW,Band Int.,Rel. Int.
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N3,01N3S3,3: 102-01N3S3,7,7866.7,736.74,0.2957
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N3,01N3S3,3: 102-01N3S3,8,5288.9,716.62,0.379
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N3,01N3S3,3: 102-01N3S3,9,47000,137.69,0.0221
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P5,01P5S1,4: 103-01P5S1,1,39726.4,120.04,0.0196
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P5,01P5S1,4: 103-01P5S1,2,29676.1,604.05,0.1725
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P5,01P5S1,4: 103-01P5S1,3,16666.7,537.29,0.1095
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P5,01P5S1,4: 103-01P5S1,4,15688.9,466.36,0.0877
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P5,01P5S1,4: 103-01P5S1,5,11155.6,1.8903,0
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P5,01P5S1,4: 103-01P5S1,6,8044.4,1133.26,0.4157
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P5,01P5S1,4: 103-01P5S1,7,5200,592.88,0.1764
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P5,01P5S1,4: 103-01P5S1,8,41750,59.27,0.0276
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N5,21N5S5,5: 112-21N5S5,1,30267.3,99.57,0.0681
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N5,21N5S5,5: 112-21N5S5,2,16755.6,339.73,0.1897
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N5,21N5S5,5: 112-21N5S5,3,15688.9,180.64,0.0769
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N5,21N5S5,5: 112-21N5S5,4,11244.4,135.64,0.0708
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N5,21N5S5,5: 112-21N5S5,5,9555.6,398.59,0.1282
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N5,21N5S5,5: 112-21N5S5,6,8133.3,303.26,0.2294
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N5,21N5S5,5: 112-21N5S5,7,5377.8,203.28,0.2093
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N5,21N5S5,5: 112-21N5S5,8,97000,383.09,0.037
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P2,21P2S2,6: 114-21P2S2,1,65125,590.32,0.0726
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P2,21P2S2,6: 114-21P2S2,2,41527.8,1866.87,0.2843
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P2,21P2S2,6: 114-21P2S2,3,35883.6,658.35,0.0821
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P2,21P2S2,6: 114-21P2S2,4,31597.5,361.22,0.0183
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P2,21P2S2,6: 114-21P2S2,5,26720.1,566.64,0.054
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P2,21P2S2,6: 114-21P2S2,6,20512.6,977.61,0.1186
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P2,21P2S2,6: 114-21P2S2,7,15244.4,762.35,0.0543
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P2,21P2S2,6: 114-21P2S2,8,14000,428.99,0.0163
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P2,21P2S2,6: 114-21P2S2,9,9733.3,1340.91,0.0597
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P2,21P2S2,6: 114-21P2S2,10,8933.3,1162.93,0.0314
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P2,21P2S2,6: 114-21P2S2,11,8133.3,1526.02,0.13
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P2,21P2S2,6: 114-21P2S2,12,5200,368.26,0.0415
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P2,21P2S2,6: 114-21P2S2,13,83250,511.24,0.1285
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P3,21P3S2,7: 121-21P3S2,1,78875,598.34,0.0907
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P3,21P3S2,7: 121-21P3S2,2,73250,526.92,0.0558
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P3,21P3S2,7: 121-21P3S2,3,67625,326.8,0.0688
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P3,21P3S2,7: 121-21P3S2,4,60125,77.95,0.0123
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P3,21P3S2,7: 121-21P3S2,5,37361.6,92.77,0.0141
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P3,21P3S2,7: 121-21P3S2,6,34701.3,270.23,0.0391
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P3,21P3S2,7: 121-21P3S2,7,31006.3,425.04,0.0684
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P3,21P3S2,7: 121-21P3S2,8,24798.7,173.7,0.0221
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P3,21P3S2,7: 121-21P3S2,9,21990.6,560.08,0.1224
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P3,21P3S2,7: 121-21P3S2,10,17111.1,627.66,0.1035
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P3,21P3S2,7: 121-21P3S2,11,9555.6,529.54,0.099
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P3,21P3S2,7: 121-21P3S2,12,8577.8,691.39,0.1756
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P3,21P3S2,7: 121-21P3S2,13,96375,374.14,0.1432
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S3,8: 117-21P4S3,1,65125,351.9,0.1175
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S3,8: 117-21P4S3,2,41888.9,492.94,0.0782
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S3,8: 117-21P4S3,3,41527.8,342.08,0.0511
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S3,8: 117-21P4S3,4,34701.3,54.99,0.0082
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S3,8: 117-21P4S3,5,30858.5,80.79,0.0156
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S3,8: 117-21P4S3,6,21842.8,263.67,0.0591
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S3,8: 117-21P4S3,7,16755.6,220.05,0.0908
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S3,8: 117-21P4S3,8,9644.4,530.66,0.1048
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S3,8: 117-21P4S3,9,8577.8,865.39,0.2839
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S3,8: 117-21P4S3,10,5022.2,156.3,0.0477
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S3,8: 117-21P4S3,11,70125,552.42,0.1373
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S5,9: 118-21P4S5,12,65125,525.56,0.0859
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S5,9: 118-21P4S5,13,59500,378.88,0.0708
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S5,9: 118-21P4S5,14,51375,227.87,0.0401
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S5,9: 118-21P4S5,15,42000,519.97,0.0952
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S5,9: 118-21P4S5,16,41555.6,286.19,0.0482
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S5,9: 118-21P4S5,17,31449.7,57.2,0.0088
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S5,9: 118-21P4S5,18,21990.6,423.88,0.1289
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S5,9: 118-21P4S5,19,17466.7,308.93,0.0459
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S5,9: 118-21P4S5,20,16400,295.09,0.051
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S5,9: 118-21P4S5,21,9644.4,480.29,0.0888
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S5,9: 118-21P4S5,22,8666.7,667.94,0.1698
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S5,9: 118-21P4S5,23,4933.3,98.65,0.0294
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,P,P4,21P4S5,9: 118-21P4S5,24,44360.7,55.05,0.0494
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N1,19N1S2,3: 11-19N1S2,1,41500,73.95,0.0597
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N1,19N1S2,3: 11-19N1S2,2,38836.1,84.44,0.0573
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N1,19N1S2,3: 11-19N1S2,3,35557.4,132.54,0.0932
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N1,19N1S2,3: 11-19N1S2,4,32278.7,109.44,0.0786
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N1,19N1S2,3: 11-19N1S2,5,16325.6,47.03,0.0418
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N1,19N1S2,3: 11-19N1S2,6,15116.3,62.5,0.0415
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N1,19N1S2,3: 11-19N1S2,7,14000,33.75,0.0181
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N1,19N1S2,3: 11-19N1S2,8,9534.9,186.78,0.1069
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N1,19N1S2,3: 11-19N1S2,9,7581.4,150.42,0.2333
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N1,19N1S2,3: 11-19N1S2,10,4883.7,174.33,0.2202
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N1,19N1S2,3: 11-19N1S2,11,40680.3,273.5,0.2746
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,19N3S4,4: 12-19N3S4,1,37196.7,249.22,0.1366
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,19N3S4,4: 12-19N3S4,2,20825.7,70.8,0.0629
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,19N3S4,4: 12-19N3S4,3,19412.8,117.55,0.1195
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,19N3S4,4: 12-19N3S4,4,9162.8,74.2,0.0974
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,19N3S4,4: 12-19N3S4,5,7395.3,126.88,0.0861
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,19N3S4,4: 12-19N3S4,6,4604.7,181.8,0.2228
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,19N3S4,4: 12-19N3S4,7,53409.8,52.7,0.082
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,19P4S5,5: 13-19P4S5,1,41295.1,14.68,0
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,19P4S5,5: 13-19P4S5,2,37606.6,2.6985,0
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,19P4S5,5: 13-19P4S5,3,18201.8,52.24,0.0809
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,19P4S5,5: 13-19P4S5,4,15767.4,6.8733,0
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,19P4S5,5: 13-19P4S5,5,13907,49.65,0.0283
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,19P4S5,5: 13-19P4S5,6,9534.9,143.34,0.1168
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,19P4S5,5: 13-19P4S5,7,7209.3,156.35,0.2562
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,19P4S5,5: 13-19P4S5,8,4418.6,223.99,0.4898
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,19P4S5,5: 13-19P4S5,9,57344.3,258.09,0.04
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,19P2S2,6: 14-19P2S2,1,51836.1,282.87,0.1665
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,19P2S2,6: 14-19P2S2,2,47901.6,232.33,0.0642
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,19P2S2,6: 14-19P2S2,3,43180.3,161.27,0.0361
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,19P2S2,6: 14-19P2S2,4,41705.9,99.18,0.0263
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,19P2S2,6: 14-19P2S2,5,28394.5,43.76,0.016
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,19P2S2,6: 14-19P2S2,6,25770.6,44.34,0.0198
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,19P2S2,6: 14-19P2S2,7,21330.3,77.38,0.0283
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,19P2S2,6: 14-19P2S2,8,19211,214.3,0.1095
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,19P2S2,6: 14-19P2S2,9,15767.4,194.44,0.0856
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,19P2S2,6: 14-19P2S2,10,9534.9,255,0.0713
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,19P2S2,6: 14-19P2S2,11,7488.4,247.35,0.1719
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,19P2S2,6: 14-19P2S2,12,4697.7,221.6,0.1645
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,19P2S2,6: 14-19P2S2,13,3116.3,509.83,1
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,01P2S2,7: 15-01P2S2,14,74000,425.6,0.1383
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N2,01N2S3,8: 16-01N2S3,1,41735.3,203.38,0.0299
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N2,01N2S3,8: 16-01N2S3,2,40680.3,1060.52,0.1568
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N2,01N2S3,8: 16-01N2S3,3,37606.6,928.85,0.2787
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N2,01N2S3,8: 16-01N2S3,4,23348.6,44.01,0.0051
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N2,01N2S3,8: 16-01N2S3,5,21229.4,95.14,0.0373
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N2,01N2S3,8: 16-01N2S3,6,9534.9,145.96,0.0194
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N2,01N2S3,8: 16-01N2S3,7,8604.7,217.83,0.0294
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N2,01N2S3,8: 16-01N2S3,8,7395.3,336.88,0.1119
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N2,01N2S3,8: 16-01N2S3,9,4511.6,437.38,0.1933
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N2,01N2S3,8: 16-01N2S3,10,65606.6,402.06,0.0641
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,1,63245.9,477.13,0.0904
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,2,59311.5,527.76,0.0895
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,3,56163.9,529.82,0.1018
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,4,52229.5,386.35,0.0607
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,5,48295.1,265.38,0.0388
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,6,43180.3,173.48,0.0196
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,7,41764.7,128.24,0.0154
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,8,32893.4,167.36,0.0304
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,9,28596.3,186.45,0.0274
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,10,25972.5,273.61,0.0429
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,11,21733.9,200.49,0.0256
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,12,19614.7,432.15,0.0719
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,13,15953.5,374.49,0.0501
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,14,9534.9,271.73,0.0216
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,15,7488.4,591.15,0.1524
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,16,4325.6,431.85,0.0975
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P2,21P2S1,9: 113-21P2S1,17,70869.6,165.74,0.0627
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,1,67043.5,235.48,0.0753
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,2,60491.8,235.7,0.1113
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,3,56557.4,217.23,0.0526
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,4,52623,145.44,0.0548
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,5,48688.5,92.03,0.0424
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,6,43967.2,44.94,0.0163
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,7,29000,17.93,0.0049
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,8,26275.2,37.08,0.0112
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,9,21935.8,64.29,0.0171
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,10,19816.5,179.33,0.0798
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,11,16232.6,174.13,0.0563
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,12,9069.8,178.94,0.0833
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,13,7674.4,283.19,0.1484
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,14,4790.7,271.55,0.1836
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S4,10: 115-21P4S4,15,67739.1,435.45,0.1359
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,1,65606.6,444.98,0.0574
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,2,62065.6,431.35,0.0724
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,3,58918,388.71,0.0706
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,4,55377,300.08,0.0591
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,5,51442.6,207.71,0.0443
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,6,47114.8,148.74,0.0327
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,7,42000,114.14,0.0327
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,8,30229.5,98.31,0.025
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,9,26981.7,214.86,0.0489
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,10,24761.5,137.81,0.0315
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,11,22844,161.93,0.0137
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,12,20422,206.3,0.055
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,13,16883.7,291.98,0.0502
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,14,7860.5,414.89,0.1479
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,15,4976.7,333.38,0.1227
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,P,P4,21P4S2,11: 116-21P4S2,16,58131.1,369.8,0.0605
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,21N3S4,12: 119-21N3S4,1,45541,416.85,0.0249
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,21N3S4,12: 119-21N3S4,2,41941.2,1053.65,0.0542
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,21N3S4,12: 119-21N3S4,3,41558.8,965.04,0.0778
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,21N3S4,12: 119-21N3S4,4,36377,404.43,0.0444
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,21N3S4,12: 119-21N3S4,5,32278.7,378.21,0.0411
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,21N3S4,12: 119-21N3S4,6,28091.7,405.99,0.0517
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,21N3S4,12: 119-21N3S4,7,25669.7,145.6,0.0175
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,21N3S4,12: 119-21N3S4,8,23449.5,296.34,0.0232
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,21N3S4,12: 119-21N3S4,9,21834.9,553.57,0.0809
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,21N3S4,12: 119-21N3S4,10,18000,311.37,0.0395
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,21N3S4,12: 119-21N3S4,11,8139.5,1341.47,0.2411
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,21N3S4,12: 119-21N3S4,12,5441.9,1278.59,0.2432
2016-4-25_2_20150525-gel3-4_Dat,20150525-gel3,N,N3,21N3S4,12: 119-21N3S4,13,65125,687.56,0.0925
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,1,60750,1062.61,0.1056
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,2,54500,1757.76,0.1621
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,3,48250,2126.95,0.2068
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,4,42625,2001.56,0.0986
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,5,41722.2,1423.9,0.0604
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,6,41056.6,823.69,0.0449
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,7,39430.8,453,0.0339
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,8,37509.4,192.28,0.0112
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,9,35883.6,84.29,0.0029
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,10,33962.3,20.33,0
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,11,31449.7,0,0
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,12,29676.1,2.6118,0
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,13,27902.5,44.44,0.0025
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,14,25685.5,66.17,0.0075
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,15,23320.8,117.81,0.0173
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,16,20364.8,214.9,0.018
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,17,17733.3,202.48,0.0213
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,18,15688.9,334.48,0.0402
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,19,10355.6,1032.19,0.0758
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,7803,2: 101-7803,20,61375,44.05,0.0078
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N3,01N3S3,3: 102-01N3S3,1,45750,31,0.0019
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N3,01N3S3,3: 102-01N3S3,2,41805.6,90.58,0.0106
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N3,01N3S3,3: 102-01N3S3,3,41056.6,32.55,0.0041
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N3,01N3S3,3: 102-01N3S3,4,29676.1,546.47,0.1615
