Gel.dat,Gel,lim,cID,Sample,lane,Band,MW,Band Int.,Rel. Int.
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N1,19N1S4,5: 42-19N1S4,4,24753.2,157.23,0.0603
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N1,19N1S4,5: 42-19N1S4,5,22664.6,384.05,0.2154
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N1,19N1S4,5: 42-19N1S4,6,19113.9,131.64,0.0392
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N1,19N1S4,5: 42-19N1S4,7,17820.9,330.95,0.1289
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N1,19N1S4,5: 42-19N1S4,8,103333.3,526.58,0.0557
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,1,93200,67.4,0.0037
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,2,75066.7,360.4,0.0383
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,3,53764.7,1184.09,0.0625
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,4,45294.1,3085.5,0.1578
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,5,41846.2,3339.67,0.167
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,6,39178.6,526.43,0.0213
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,7,35071.4,384.89,0.038
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,8,31142.9,174.95,0.0088
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,9,28303.8,226,0.0112
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,10,26493.7,559.7,0.061
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,11,24265.8,835.87,0.1084
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,12,22386.1,1122.98,0.1968
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,13,19322.8,0,0
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,14,17283.6,629.84,0.0707
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N2,19N2S5,6: 51-19N2S5,15,50470.6,82.33,0.289
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S2,7: 26-19N3S2,1,42941.2,106.75,0.3839
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S2,7: 26-19N3S2,2,22664.6,33.8,0.327
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S2,7: 26-19N3S2,3,108666.7,130.52,0.0099
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S4,8: 45-19N3S4,1,82000,156.41,0.0225
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S4,8: 45-19N3S4,2,57529.4,715.09,0.0537
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S4,8: 45-19N3S4,3,50000,2794.65,0.1963
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S4,8: 45-19N3S4,4,42941.2,3348.93,0.232
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S4,8: 45-19N3S4,5,33464.3,226.74,0.0247
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S4,8: 45-19N3S4,6,28582.3,451.58,0.0568
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S4,8: 45-19N3S4,7,26981,613.14,0.0895
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S4,8: 45-19N3S4,8,24892.4,734.69,0.1204
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S4,8: 45-19N3S4,9,22943,873.67,0.1608
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S4,8: 45-19N3S4,10,19253.2,373.78,0.0335
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S4,8: 45-19N3S4,11,82533.3,138.94,0.1682
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S5,9: 27-19N3S5,1,76133.3,159.37,0.1926
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S5,9: 27-19N3S5,2,70800,153.4,0.1697
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S5,9: 27-19N3S5,3,64588.2,118.83,0.1322
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S5,9: 27-19N3S5,4,57529.4,84.88,0.0941
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S5,9: 27-19N3S5,5,48588.2,37.73,0.0449
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S5,9: 27-19N3S5,6,42470.6,16.37,0.0211
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S5,9: 27-19N3S5,7,23082.3,55.15,0.2159
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S5,9: 27-19N3S5,8,18974.7,0,0
2016-4-25_1_20160420gel1-2_Data,20160420gel1,N,N3,19N3S5,9: 27-19N3S5,9,65125,687.56,0.0925
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,1,60750,1062.61,0.1056
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,2,54500,1757.76,0.1621
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,3,48250,2126.95,0.2068
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,4,42625,2001.56,0.0986
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,5,41722.2,1423.9,0.0604
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,6,41056.6,823.69,0.0449
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,7,39430.8,453,0.0339
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,8,37509.4,192.28,0.0112
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,9,35883.6,84.29,0.0029
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,10,33962.3,20.33,0
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,11,31449.7,0,0
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,12,29676.1,2.6118,0
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,13,27902.5,44.44,0.0025
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,14,25685.5,66.17,0.0075
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,15,23320.8,117.81,0.0173
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,16,20364.8,214.9,0.018
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,17,17733.3,202.48,0.0213
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,18,15688.9,334.48,0.0402
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,19,10355.6,1032.19,0.0758
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,A,A,1-7803,2: 101-7803,20,61375,44.05,0.0078
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N3,01N3S3,3: 102-01N3S3,1,45750,31,0.0019
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N3,01N3S3,3: 102-01N3S3,2,41805.6,90.58,0.0106
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N3,01N3S3,3: 102-01N3S3,3,41056.6,32.55,0.0041
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N3,01N3S3,3: 102-01N3S3,4,29676.1,546.47,0.1615
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N3,01N3S3,3: 102-01N3S3,5,16755.6,451.03,0.086
2016-4-25_1_20150525-gel1-1_Dat,20150525-gel1,N,N3,01N3S3,3: 102-01N3S3,6,15600,321.44,0.0534
