"band.point","fluorescence"
0.1154,19.7953329980438
0.3379,14.5027930915688
0.4533,9.56008160727317
0.5604,10.2491903092824
0.6593,9.30289075996082
0.717,9.54041311702262
0.8406,10.0131721256166
0.9066,9.7013166729127
1.5,34.4087678817288
1.9285,27.9654025769882
2.184,47.2520548683867
2.5796,30.5817992750009
2.7939,22.3750462958022
2.8186,22.3649485270352
3.0576,82.7072078558586
3.1401,98.9204656122477
3.2967,21.452942162233
3.4203,17.5736377878036
3.478,17.7114262168145
3.6675,16.775579283313
3.956,21.7723775425641
3.9807,21.7658334559118
3.9972,21.7567595080465
4.1373,25.1676041166694
4.2692,22.1298077126142
4.5823,12.8974590330617
4.6977,12.056983788542
4.8708,11.4373144809947
