"band.point","fluorescence"
0.0678,17.7846794359405
0.2711,18.3903178416485
0.4915,19.5253209302058
1.6777,65.0044848627068
2.6945,242.769894310592
2.7708,239.32604139797
3.2792,54.9032969569696
3.508,46.2774764927165
3.6266,48.2583866112384
3.7876,51.0752840625083
3.8723,52.6642623886659
4.0079,61.7082031115903
4.1604,83.7343041559936
4.3384,70.0987680182027
4.6349,102.867833636021
4.8213,130.772193799393
5.0416,159.218078027415
5.2365,43.1869898301514
5.262,43.4139506576179
5.3467,44.1771019568067
5.6517,43.5466991232438
