"band.point","fluorescence"
0.0989,12.1411464073488
0.1978,15.3207622332491
0.2802,12.3743620872504
0.3544,12.8849576364612
0.5192,12.3549420761122
0.6923,11.688244468399
0.9066,15.9117427184804
0.9808,15.7785280953094
1.1291,15.2867920995852
1.2198,13.9228493313791
1.3516,28.4186491891086
1.4093,26.9496087492294
1.7637,16.7689000203999
2.1263,21.7030456667513
2.5467,20.8320144447032
2.6868,18.896597193525
3.0741,34.341010353899
3.3708,14.8461064305482
3.5769,13.5251149569686
3.7829,13.3902372274359
3.9148,13.6236002260241
4.1208,17.7706217532119
4.2609,21.10485578633
4.4258,13.8963849259242
4.6483,15.8601501743323
4.8873,12.2516735782452
4.9862,11.7971067431628
