"lane.id","lane","Band","MW","intensity","rel.int","gel.id"
"10: Untitled","1","12","8.194 ","180704.66","0.1059","New Project1"
"10: Untitled","1","13","7.355 ","48812.89","0.0286","New Project1"
"11: Untitled","1","1","69.08","76902.00","0.1377","New Project1"
"11: Untitled","1","2","41.52","70902.68","0.1269","New Project1"
"11: Untitled","1","3","39.62","133706.13","0.2394","New Project1"
"11: Untitled","1","4","31.38","-----","-----","New Project1"
"11: Untitled","1","5","28.34","-----","-----","New Project1"
"11: Untitled","1","6","22.58","157455.25","0.2819","New Project1"
"11: Untitled","1","7","19.33","45997.29","0.0823","New Project1"
"11: Untitled","1","8","17.94","21298.49","0.0381","New Project1"
"11: Untitled","1","9","8.516 ","67414.11","0.1207","New Project1"
