"band.point","fluorescence"
0.2288,14.0055768835855
0.4746,12.1136675942669
0.839,16.6150020887458
0.9407,16.7024604864573
1.0339,17.0959746248549
1.2034,15.0127061584307
1.3305,19.3984308281974
1.6017,20.1891543146232
2.2373,33.1910066778354
2.4661,33.6473388353058
2.6356,35.3868530349658
2.8136,29.5628291218303
2.9661,40.2067040491441
3.4068,25.3255587802003
3.6186,28.0318505675912
3.7797,16.6958399096057
3.9661,18.5725080712263
4.1186,31.4866664729995
4.4153,37.5676187678964
4.7712,10.9483156315908
4.9661,10.366097443071
5.1525,10.028576470628
5.3051,47.9351219237126
5.7458,15.2384563503951
