"band.point","fluorescence"
0.0085,24.6439723452182
0.2373,23.0591339138145
0.483,29.6649982833645
0.6186,26.630763653417
0.8643,23.7821956180789
1.0253,26.7189410973292
1.127,22.4035833729267
1.3049,29.6716845891261
1.4659,31.2605649894089
1.6438,23.1888645708851
2.3895,45.8288341942903
2.9148,26.6785961494271
3.1775,27.2973809731455
3.3724,27.0751162502449
3.6097,23.7677404868629
3.8045,22.4643694175505
4.135,38.599495599171
4.4316,36.8320391165028
4.8044,18.7276404185385
4.9569,18.9505921154401
4.9993,19.264179831256
5.1264,56.5161523804063
5.6517,36.8367907069767
