"lane.id","strain","Band","MW","intensity","rel.int","gel.id"
"6: 46-19N1S2","19N1S2","3","39845.6","1048.18","0.226","2016-4-25_1_New Project8_Data"
"6: 46-19N1S2","19N1S2","4","31022.1","349.2","0.1042","2016-4-25_1_New Project8_Data"
"6: 46-19N1S2","19N1S2","5","28570.3","93.76","0.0169","2016-4-25_1_New Project8_Data"
"6: 46-19N1S2","19N1S2","6","26164.1","-----","-----","2016-4-25_1_New Project8_Data"
"6: 46-19N1S2","19N1S2","7","23757.8","5.72","-----","2016-4-25_1_New Project8_Data"
"6: 46-19N1S2","19N1S2","8","20320.3","989.12","0.2637","2016-4-25_1_New Project8_Data"
"6: 46-19N1S2","19N1S2","9","15551","101.08","0.0221","2016-4-25_1_New Project8_Data"
"6: 46-19N1S2","19N1S2","10","14408.2","104.32","0.0356","2016-4-25_1_New Project8_Data"
"6: 46-19N1S2","19N1S2","11","11959.2","25.12","0.0043","2016-4-25_1_New Project8_Data"
"6: 46-19N1S2","19N1S2","12","9428.6","17.17","0.0012","2016-4-25_1_New Project8_Data"
"6: 46-19N1S2","19N1S2","13","9020.4","49","0.0111","2016-4-25_1_New Project8_Data"
"7: 47-05P4S1","05P4S1","1","30838.2","398.41","0.186","2016-4-25_1_New Project8_Data"
"7: 47-05P4S1","05P4S1","2","28742.2","158.24","0.0715","2016-4-25_1_New Project8_Data"
"7: 47-05P4S1","05P4S1","3","20234.4","676.49","0.3429","2016-4-25_1_New Project8_Data"
"7: 47-05P4S1","05P4S1","4","14326.5","336.39","0.2512","2016-4-25_1_New Project8_Data"
"7: 47-05P4S1","05P4S1","5","11469.4","224.34","0.1484","2016-4-25_1_New Project8_Data"
"8: 48-19P4S5","19P4S5","1","47746.5","601.25","0.1331","2016-4-25_1_New Project8_Data"
"8: 48-19P4S5","19P4S5","2","43014.1","416.44","0.071","2016-4-25_1_New Project8_Data"
"8: 48-19P4S5","19P4S5","3","30470.6","489.06","0.1332","2016-4-25_1_New Project8_Data"
"8: 48-19P4S5","19P4S5","4","28226.6","115.75","0.0316","2016-4-25_1_New Project8_Data"
"8: 48-19P4S5","19P4S5","5","25562.5","33.36","0.0111","2016-4-25_1_New Project8_Data"
"8: 48-19P4S5","19P4S5","6","23929.7","231.89","0.0482","2016-4-25_1_New Project8_Data"
"8: 48-19P4S5","19P4S5","7","19890.6","1385.26","0.3639","2016-4-25_1_New Project8_Data"
"8: 48-19P4S5","19P4S5","8","18687.5","397.18","0.083","2016-4-25_1_New Project8_Data"
"8: 48-19P4S5","19P4S5","9","13673.5","232.47","0.1025","2016-4-25_1_New Project8_Data"
"8: 48-19P4S5","19P4S5","10","11469.4","86.39","0.0223","2016-4-25_1_New Project8_Data"
