"band.point","fluorescence"
0.1978,14.7879800875906
0.2802,11.9821413052495
0.478,12.8756303743115
0.5852,12.0745523524006
0.6758,12.4523845368393
0.8242,13.3074707307329
0.9231,12.9106020536145
1.0632,13.3793154440026
1.0879,13.2787047293449
1.2033,15.9161969962416
1.4011,18.4551104786711
1.5412,20.4835839228857
1.8626,34.5213724225277
2.0439,32.9107993539371
2.3406,50.7077865231332
2.7939,111.734253298289
3.3543,24.7026803723484
3.5851,22.138587798293
3.6593,22.4888421415888
3.8241,25.1411671206891
3.956,22.5306519243122
4.0549,24.8655981800826
4.2115,34.0578702167018
4.4587,38.1742536284091
4.6648,59.0655126209797
4.8626,64.0503980847166
