"band.point","fluorescence"
0.178,12.3878482143186
0.4576,9.47665812998402
0.6356,10.3049557836276
0.9576,13.454945738273
1.1186,14.0724239977827
1.2288,13.7160068397621
1.2542,13.7279933034485
1.5763,17.8010337216424
1.8729,11.3820811359225
2.1864,11.9846743280472
2.2288,12.1838495637826
2.3983,13.094600610915
2.5932,15.2215243579574
2.8305,23.8670584233668
3.1525,24.1208542990103
3.3136,14.5438484449634
3.7373,58.0567111402763
3.9915,15.8569749799026
4.0424,15.5980875721199
4.2373,19.7471662618105
4.5508,52.2656652447221
4.6271,49.7713825455359
5.0763,21.5749804686292
5.3644,100.829342965151
5.6186,65.4284896179595
