"band.point","fluorescence"
0.0989,18.1254350234875
0.1978,15.4096264615482
0.4368,15.5069967602335
0.5439,11.5105664468292
0.6264,11.4087773557669
0.8489,10.7890470373145
1.0302,12.9738152325019
1.1538,12.4765338304661
1.4176,17.415803566509
1.6318,13.9752338771047
1.7225,14.2600976228694
1.8626,14.7419002829081
1.8873,14.6859701520606
1.9945,15.5710001618798
2.1016,15.3147891686062
2.3241,16.8489148795773
2.4313,16.8750651206948
2.5467,17.5522360654025
2.6785,18.7685830412866
2.7939,20.5732436335992
2.9752,23.1335601436075
3.206,22.8467021904202
3.3379,22.4703650454372
3.5439,15.8155858226728
3.6593,14.9523719428964
3.7747,15.2764507359937
3.9148,14.1995206682698
4.0302,14.4958679380553
4.1703,14.6277579132256
4.2609,14.3380656358905
4.3928,14.0599892569676
4.4093,14.0935598019697
4.5082,16.5446276106452
4.6153,17.9001972324765
4.8461,12.974272298027
4.9038,13.6023930488773
