"lane.id","lane","Band","MW","intensity","rel.int","gel.id"
"1: CandyCane","1","1","82   ","1179.70","0.3172","20150525-gel2"
"1: CandyCane","1","2","42   ","3701.76","0.4317","20150525-gel2"
"1: CandyCane","1","3","29   ","337.47","0.0285","20150525-gel2"
"1: CandyCane","1","4","18   ","478.70","0.0763","20150525-gel2"
"1: CandyCane","1","5","14   ","1970.57","0.1464","20150525-gel2"
"2: ECOLI","2","1","52.4 ","1592.61","0.1171","20150525-gel2"
"2: ECOLI","2","2","48.8 ","2275.68","0.1207","20150525-gel2"
"2: ECOLI","2","3","45.2 ","2771.03","0.1884","20150525-gel2"
"2: ECOLI","2","4","41.79","2519.67","0.1364","20150525-gel2"
"2: ECOLI","2","5","39.44","1763.30","0.1603","20150525-gel2"
"2: ECOLI","2","6","37.1 ","1078.16","0.1016","20150525-gel2"
"2: ECOLI","2","7","34.54","564.87","0.0585","20150525-gel2"
"2: ECOLI","2","8","32.2 ","332.85","0.0323","20150525-gel2"
"2: ECOLI","2","9","29.85","161.12","0.0172","20150525-gel2"
"2: ECOLI","2","10","28.18","76.34","0.0076","20150525-gel2"
"2: ECOLI","2","11","27.07","43.08","0.0042","20150525-gel2"
"2: ECOLI","2","12","25.7 ","41.62","0.0023","20150525-gel2"
"2: ECOLI","2","13","24.32","72.36","0.0040","20150525-gel2"
"2: ECOLI","2","14","22.95","67.50","0.0040","20150525-gel2"
"2: ECOLI","2","15","21.48","115.10","0.0044","20150525-gel2"
"2: ECOLI","2","16","19.93","287.86","0.0122","20150525-gel2"
"2: ECOLI","2","17","18   ","136.40","0.0043","20150525-gel2"
"2: ECOLI","2","18","14.57","353.57","0.0132","20150525-gel2"
"2: ECOLI","2","19","12.29","450.76","0.0206","20150525-gel2"
"2: ECOLI","2","20","10     ","390.87","-----","20150525-gel2"
"3: 101-01N3S2","3","1","16.38","62.00","1.0000","20150525-gel2"
"4: 102-19N1S4","4","1","39.23","89.70","0.3708","20150525-gel2"
"4: 102-19N1S4","4","2","36.46","77.90","0.2480","20150525-gel2"
"4: 102-19N1S4","4","3","19.93","51.26","0.1704","20150525-gel2"
"4: 102-19N1S4","4","4","15.52","81.79","0.2109","20150525-gel2"
"5: 103-01N3S4","5","1","16.76","94.86","1.0000","20150525-gel2"
"6: 104-01P5S4","6","1","16.86","28.94","1.0000","20150525-gel2"
"7: 105-19P2S4","7","1","66   ","131.01","0.3721","20150525-gel2"
"7: 105-19P2S4","7","2","63.2 ","150.93","0.0710","20150525-gel2"
"7: 105-19P2S4","7","3","60.4 ","157.75","0.0111","20150525-gel2"
"7: 105-19P2S4","7","4","56.4 ","126.41","0.0774","20150525-gel2"
"7: 105-19P2S4","7","5","52   ","79.27","0.0898","20150525-gel2"
"7: 105-19P2S4","7","6","47.2 ","42.63","0.0528","20150525-gel2"
"7: 105-19P2S4","7","7","28.27","13.41","0.0016","20150525-gel2"
"7: 105-19P2S4","7","8","22.13","46.46","0.0597","20150525-gel2"
"7: 105-19P2S4","7","9","20.38","125.84","0.1418","20150525-gel2"
"7: 105-19P2S4","7","10","17.05","112.39","0.1227","20150525-gel2"
"8: 106-19P5S3","8","1","94.8 ","416.01","0.0574","20150525-gel2"
"8: 106-19P5S3","8","2","64.4 ","787.35","0.1057","20150525-gel2"
"8: 106-19P5S3","8","3","60.8 ","1219.86","0.1191","20150525-gel2"
"8: 106-19P5S3","8","4","56.8 ","1473.30","0.1744","20150525-gel2"
"8: 106-19P5S3","8","5","53.6 ","1502.43","0.2097","20150525-gel2"
"8: 106-19P5S3","8","6","48.4 ","870.07","0.0568","20150525-gel2"
"8: 106-19P5S3","8","7","43.2 ","432.69","0.0444","20150525-gel2"
"8: 106-19P5S3","8","8","40.72","319.41","0.0350","20150525-gel2"
"8: 106-19P5S3","8","9","37.74","185.68","0.0310","20150525-gel2"
"8: 106-19P5S3","8","10","25.79","132.46","0.0185","20150525-gel2"
"8: 106-19P5S3","8","11","24.23","206.40","0.0269","20150525-gel2"
"8: 106-19P5S3","8","12","22.4 ","351.16","0.0424","20150525-gel2"
"8: 106-19P5S3","8","13","21.48","328.22","0.0707","20150525-gel2"
"8: 106-19P5S3","8","14","17.24","82.72","0.0080","20150525-gel2"
"9: 107-19P5S1","9","1","61.6 ","85.60","0.7557","20150525-gel2"
"9: 107-19P5S1","9","2","21.02","44.78","0.1680","20150525-gel2"
"9: 107-19P5S1","9","3","17.62","33.47","0.0763","20150525-gel2"
"10: 108-01P2S1","10","1","17.9 ","79.06","1.0000","20150525-gel2"
"11: 109-19N5S2","11","1","92.4 ","61.81","0.0167","20150525-gel2"
"11: 109-19N5S2","11","2","81.2 ","221.74","0.0896","20150525-gel2"
"11: 109-19N5S2","11","3","60.8 ","264.12","0.1250","20150525-gel2"
"11: 109-19N5S2","11","4","42.8 ","756.91","0.1920","20150525-gel2"
"11: 109-19N5S2","11","5","40.3 ","823.54","0.2248","20150525-gel2"
"11: 109-19N5S2","11","6","34.33","73.17","0.0244","20150525-gel2"
"11: 109-19N5S2","11","7","25.7 ","63.68","0.0206","20150525-gel2"
"11: 109-19N5S2","11","8","23.5 ","179.28","0.0378","20150525-gel2"
"11: 109-19N5S2","11","9","21.48","421.04","0.2137","20150525-gel2"
"11: 109-19N5S2","11","10","17.05","152.58","0.0553","20150525-gel2"
"12: 110-19N2S1","12","1","42   ","159.99","0.1603","20150525-gel2"
"12: 110-19N2S1","12","2","38.8 ","226.75","0.3224","20150525-gel2"
"12: 110-19N2S1","12","3","35.82","168.47","0.1839","20150525-gel2"
"12: 110-19N2S1","12","4","18.73","135.14","0.3334","20150525-gel2"
