"band.point","fluorescence"
0.5678,20.2365006322667
0.8729,26.187079261526
1.0508,20.9701479749019
1.2203,17.7619187149471
1.5847,17.9306703178991
2.0085,21.3345420789776
2.0339,21.4047495736627
2.2373,26.4769497991007
2.4153,27.5296078869763
2.6271,29.4295397825614
3,35.9118258721564
3.4576,20.6409399007493
3.661,19.5555140707387
4.1864,29.72399220397
4.4831,29.8065200197202
4.7542,11.6198048175729
4.7712,11.6036011731556
4.9746,10.0252729997448
5.1186,11.0493257537995
5.2797,32.8678123002882
5.7373,18.0800352748509
