"band.point","fluorescence"
0.2288,9.36601572054326
0.3559,12.5518410199653
0.7458,23.8868828237507
1.6271,22.3985628157015
2.2288,42.8103312221559
2.4153,38.849441292996
2.6356,42.5784997688805
2.678,42.4145338801021
2.8729,34.6777379650509
3,48.1613374247221
3.3559,23.1434854810734
3.5085,24.9499593266586
3.7288,24.7459703973427
4.2373,31.7572550928298
4.5593,29.3652476348248
4.5932,29.142218545405
4.9576,10.8006379255055
5.1017,11.5368666717369
5.1186,11.5565716576333
5.3644,68.5049224769753
5.6864,24.3235176657862
