"band.point","fluorescence"
0.2034,30.9394906481949
0.3135,33.0650476776592
0.6016,26.477556148354
0.6609,26.456623465931
0.8134,27.4763447273856
1.0422,27.1217497126903
1.1354,29.1239606995878
1.2625,27.9357427298629
1.6862,77.0353352667997
2.4912,191.163271868815
3.1097,42.2542622781234
3.33,39.130665741821
3.7791,47.2090662333519
3.9655,63.9899086027841
4.0842,66.2844886237377
4.4061,33.6459736871608
4.7027,21.8197009010692
4.8807,22.4514887969027
4.9145,22.4448548880627
4.9569,22.905705816752
5.0925,137.796107995075
5.2365,86.4121091502053
5.6094,48.5423031698238
