"band.point","fluorescence"
0.1813,12.1441966035859
0.3379,19.6670511120548
0.4863,10.5063356618281
0.7088,9.84856568727748
0.8736,9.36410840141137
1.1209,9.57250174179143
1.1373,9.56739848498724
1.1621,9.51966264318817
1.2362,10.1961085906866
1.4753,16.2566148638456
1.7555,11.2053435904978
1.9121,11.9804940342144
2.1593,12.358233296242
2.3077,12.5524343572366
2.4066,12.399296574679
2.5467,13.1460726136753
2.6703,12.8471469828266
2.7527,11.9306589604678
2.7692,11.9247665397026
2.8928,12.1358319562399
3.0164,12.154795175805
3.0906,11.9296640765738
3.2142,11.8732817301803
3.4368,12.081729160327
3.7252,11.3145908593344
3.8406,10.9975915344472
4.0137,10.7567384870262
4.0879,10.8929404639276
4.2115,10.6014025365713
4.3681,10.3243363040263
4.5906,12.2138210802475
4.706,11.315473924655
4.8461,10.6650424326214
