"band.point","fluorescence"
0.1566,11.9281928337525
0.4038,9.17243355944024
0.5439,10.9792304509995
0.6758,9.85810302967007
0.7994,12.1119446545972
0.956,13.8492154389192
1.0549,8.68509045611489
1.2775,11.6686446429655
1.5906,17.3042712589276
2.0027,21.9117447432534
2.3901,39.7332122000326
2.8104,20.3920396806946
2.9093,18.6041184296137
3.1153,16.6074042460929
3.2554,17.5194442174997
3.3956,18.1497323376811
3.4862,19.0598572417236
3.7252,25.7702888799035
3.9065,20.5866644722829
4.0714,22.5771873043846
4.2527,25.2270662779169
4.434,13.2698568929591
4.5576,31.4725982991097
4.8049,9.95260826075
4.912,9.83723800423387
4.9862,10.603169873705
