"band.point","fluorescence"
0.1356,27.0491122642905
0.2627,24.1382003124009
0.3559,23.2817312296966
0.644,19.6890869104262
0.7626,19.7332632412228
0.9914,20.1673830464513
1.1863,21.2501104082325
1.2795,21.4339882197945
1.4405,29.1280982749375
1.4828,29.4708465094692
1.898,23.804494424579
2.0675,28.2223344056133
2.2624,27.8261934828246
2.5166,26.2434740447134
2.6522,24.9291461422075
2.7877,25.8128731169774
2.8555,25.3557895081226
2.8979,25.4177056634303
3.186,23.377783288734
3.2538,22.6873787079483
3.3046,22.7891448400063
3.669,21.560615767382
3.7368,21.6702182575526
3.9147,20.5768683213798
4.0079,20.5883297908764
4.1689,20.5022006219655
4.457,24.3339528955519
4.9993,23.0252903082268
5.1349,55.5090947542599
5.2281,40.7605576946513
5.3721,42.8290407660297
5.6856,39.8643122051408
