"lane.id","lane","Band","MW","intensity","rel.int","gel.id"
"1: CandyCane","1","1","82   ","621.44","0.1297","20160420-gel1"
"1: CandyCane","1","2","42   ","2639.19","0.7142","20160420-gel1"
"1: CandyCane","1","3","29   ","286.71","0.0568","20160420-gel1"
"1: CandyCane","1","4","18   ","180.87","0.0317","20160420-gel1"
"1: CandyCane","1","5","14   ","418.43","0.0676","20160420-gel1"
"3: 50-01P5S5","3","1","94.35","87.94","0.0121","20160420-gel1"
"3: 50-01P5S5","3","2","67.19","142.64","0.0225","20160420-gel1"
"3: 50-01P5S5","3","3","52.37","303.93","0.0289","20160420-gel1"
"3: 50-01P5S5","3","4","43.98","767.92","0.1167","20160420-gel1"
"3: 50-01P5S5","3","5","40.51","522.57","0.0777","20160420-gel1"
"3: 50-01P5S5","3","6","35.23","170.45","0.0299","20160420-gel1"
"3: 50-01P5S5","3","7","30.9 ","282.09","0.0576","20160420-gel1"
"3: 50-01P5S5","3","8","27.33","1410.79","0.3207","20160420-gel1"
"3: 50-01P5S5","3","9","24.06","201.08","0.0320","20160420-gel1"
"3: 50-01P5S5","3","10","22.04","356.19","0.0855","20160420-gel1"
"3: 50-01P5S5","3","11","18.97","310.95","0.0366","20160420-gel1"
"3: 50-01P5S5","3","12","18.07","1585.24","0.1426","20160420-gel1"
"3: 50-01P5S5","3","13","17.22","339.71","0.0348","20160420-gel1"
"3: 50-01P5S5","3","14","13.82","-----","0.0003","20160420-gel1"
"3: 50-01P5S5","3","15","13.22","24.64","0.0021","20160420-gel1"
"4: 2-19N1S4","4","1","45.46","37.36","0.2272","20160420-gel1"
"4: 2-19N1S4","4","2","41.05","28.64","0.1946","20160420-gel1"
"4: 2-19N1S4","4","3","17.52","46.34","0.5254","20160420-gel1"
"4: 2-19N1S4","4","4","16.63","11.06","0.0527","20160420-gel1"
"5: 42-19N1S4","5","1","54.84","154.57","0.0333","20160420-gel1"
"5: 42-19N1S4","5","2","46.94","688.30","0.2478","20160420-gel1"
"5: 42-19N1S4","5","3","41.46","709.93","0.2520","20160420-gel1"
"5: 42-19N1S4","5","4","28.16","5.6667","0.0017","20160420-gel1"
"5: 42-19N1S4","5","5","26.63","63.09","0.0188","20160420-gel1"
"5: 42-19N1S4","5","6","24.75","157.23","0.0598","20160420-gel1"
"5: 42-19N1S4","5","7","22.66","384.05","0.2137","20160420-gel1"
"5: 42-19N1S4","5","8","19.11","131.64","0.0389","20160420-gel1"
"5: 42-19N1S4","5","9","17.82","330.95","0.1279","20160420-gel1"
"5: 42-19N1S4","5","10","16.75","28.05","0.0061","20160420-gel1"
"6: 51-19N2S5","6","1","101.8 ","526.58","0.0566","20160420-gel1"
"6: 51-19N2S5","6","2","92.37","67.40","0.0038","20160420-gel1"
"6: 51-19N2S5","6","3","75.58","360.40","0.0389","20160420-gel1"
"6: 51-19N2S5","6","4","54.35","1184.09","0.0635","20160420-gel1"
"6: 51-19N2S5","6","5","45.46","3085.50","0.1605","20160420-gel1"
"6: 51-19N2S5","6","6","40.92","3339.67","0.1698","20160420-gel1"
"6: 51-19N2S5","6","7","36.72","526.43","0.0216","20160420-gel1"
"6: 51-19N2S5","6","8","33.6 ","384.89","0.0386","20160420-gel1"
"6: 51-19N2S5","6","9","30.63","174.95","0.0089","20160420-gel1"
"6: 51-19N2S5","6","10","28.3 ","226.00","0.0114","20160420-gel1"
"6: 51-19N2S5","6","11","26.49","559.70","0.0620","20160420-gel1"
"6: 51-19N2S5","6","12","24.27","835.87","0.1102","20160420-gel1"
"6: 51-19N2S5","6","13","22.39","1122.98","0.2001","20160420-gel1"
"6: 51-19N2S5","6","14","19.32","-----","-----","20160420-gel1"
"6: 51-19N2S5","6","15","17.76","406.55","0.0206","20160420-gel1"
"6: 51-19N2S5","6","16","17.04","571.49","0.0280","20160420-gel1"
"6: 51-19N2S5","6","17","16.15","139.66","0.0066","20160420-gel1"
"7: 26-19N3S2","7","1","50.89","82.33","0.2890","20160420-gel1"
"7: 26-19N3S2","7","2","42.99","106.75","0.3839","20160420-gel1"
"7: 26-19N3S2","7","3","22.66","33.80","0.3270","20160420-gel1"
"8: 45-19N3S4","8","1","106.7 ","130.52","0.0099","20160420-gel1"
"8: 45-19N3S4","8","2","82   ","156.41","0.0225","20160420-gel1"
"8: 45-19N3S4","8","3","58.3 ","715.09","0.0537","20160420-gel1"
"8: 45-19N3S4","8","4","50.4 ","2794.65","0.1962","20160420-gel1"
"8: 45-19N3S4","8","5","42.99","3348.93","0.2319","20160420-gel1"
"8: 45-19N3S4","8","6","32.39","226.74","0.0247","20160420-gel1"
"8: 45-19N3S4","8","7","28.58","451.58","0.0568","20160420-gel1"
"8: 45-19N3S4","8","8","26.98","613.14","0.0895","20160420-gel1"
"8: 45-19N3S4","8","9","24.89","734.69","0.1204","20160420-gel1"
"8: 45-19N3S4","8","10","22.94","873.67","0.1607","20160420-gel1"
"8: 45-19N3S4","8","11","19.25","373.78","0.0334","20160420-gel1"
"8: 45-19N3S4","8","12","17.46","5.4816","0.0003","20160420-gel1"
"9: 27-19N3S5","9","1","82.49","138.94","0.1718","20160420-gel1"
"9: 27-19N3S5","9","2","76.57","159.37","0.1968","20160420-gel1"
"9: 27-19N3S5","9","3","71.63","153.40","0.1733","20160420-gel1"
"9: 27-19N3S5","9","4","65.7 ","118.83","0.1350","20160420-gel1"
"9: 27-19N3S5","9","5","58.3 ","84.88","0.0962","20160420-gel1"
"9: 27-19N3S5","9","6","48.91","37.73","0.0459","20160420-gel1"
"9: 27-19N3S5","9","7","42.49","16.37","0.0215","20160420-gel1"
"9: 27-19N3S5","9","8","26.84","10.77","0.0125","20160420-gel1"
"9: 27-19N3S5","9","9","22.59","68.81","0.1865","20160420-gel1"
"9: 27-19N3S5","9","10","18.97","-----","-----","20160420-gel1"
"10: Untitled","10","1","71.63","183.99","0.1048","20160420-gel1"
"10: Untitled","10","2","66.2 ","356.30","0.2149","20160420-gel1"
"10: Untitled","10","3","60.27","475.64","0.2967","20160420-gel1"
"10: Untitled","10","4","53.85","423.00","0.2588","20160420-gel1"
"10: Untitled","10","5","47.43","276.36","0.1616","20160420-gel1"
"10: Untitled","10","6","41.59","138.76","0.0768","20160420-gel1"
"10: Untitled","10","7","39.56","68.18","0.0365","20160420-gel1"
"10: Untitled","10","8","37.53","29.60","0.0130","20160420-gel1"
"10: Untitled","10","9","35.36","9.0467","0.0035","20160420-gel1"
"10: Untitled","10","10","18.28","-----","-----","20160420-gel1"
"10: Untitled","10","11","16.45","-----","-----","20160420-gel1"
"10: Untitled","10","12","14.6 ","28.56","-----","20160420-gel1"
"10: Untitled","10","13","12.63","-----","-----","20160420-gel1"
