"band.point","fluorescence"
0.0824,20.4428361920735
0.1813,11.3504189298886
0.2802,10.4619127895779
0.4286,12.0743913738945
0.5439,10.2434418504996
0.6264,10.7468045501975
0.7005,9.82496495343428
0.8077,14.6620507620493
0.9231,11.0846221237871
1.0797,11.8628164075317
1.1786,12.0496169867892
1.434,17.7942599115426
1.7637,12.3884328305909
1.8379,12.7478736669124
1.8626,12.7297218235982
1.9533,13.1975421890346
2.3241,17.9611758363111
2.3406,17.9718840752427
2.5467,23.043930186395
2.9917,18.3471520499658
3.3379,12.5128096220692
3.4532,13.5745250281745
3.5769,13.0643062538091
3.6923,12.9820345510788
3.8241,12.8035918022547
3.956,12.7239008983588
3.9725,12.7247965771429
4.3351,17.89839248571
4.5659,14.5455358601209
4.7307,17.521803030694
4.8378,12.975496863371
