"band.point","fluorescence"
0.239,9.44638728270472
0.3626,11.1670510082841
0.5439,12.5350901315448
0.6593,9.9708106850067
0.8654,11.2859858872515
0.9808,10.4332779194327
1.2198,13.3506966369887
1.5,18.8318078865682
2.0851,29.7773596016974
2.2005,28.3763016117593
2.3159,33.0579597298812
2.4478,34.0224743594042
2.967,17.0589411792191
3.1565,15.1553743015093
3.2967,15.9858444381349
3.478,15.8433046920257
3.7087,16.8378339264053
3.9065,14.2248189147424
4.0796,17.9194349316558
4.0961,17.8929071620906
4.2362,24.6325834635271
4.5411,24.4694486899989
4.8873,10.5952387309314
