"lane.id","lane","Band","MW","intensity","rel.int","gel.id"
"1: CandyCane","1","1","82   ","1141.94","0.1685","20160420-gel2"
"1: CandyCane","1","2","42   ","2843.54","0.7555","20160420-gel2"
"1: CandyCane","1","3","29   ","246.72","0.0427","20160420-gel2"
"1: CandyCane","1","4","18   ","157.39","0.0334","20160420-gel2"
"2: 1-01N3S2","2","1","18   ","167.43","0.6956","20160420-gel2"
"2: 1-01N3S2","2","2","16.74","75.27","0.3044","20160420-gel2"
"3: 58-01N3S2","3","1","68.47","129.44","0.0202","20160420-gel2"
"3: 58-01N3S2","3","2","46.71","360.95","0.0345","20160420-gel2"
"3: 58-01N3S2","3","3","41.88","871.98","0.0616","20160420-gel2"
"3: 58-01N3S2","3","4","40.04","591.96","0.0371","20160420-gel2"
"3: 58-01N3S2","3","5","35.67","308.28","0.0286","20160420-gel2"
"3: 58-01N3S2","3","6","32.11","296.16","0.0144","20160420-gel2"
"3: 58-01N3S2","3","7","28.48","1828.24","0.1474","20160420-gel2"
"3: 58-01N3S2","3","8","27.29","1915.21","0.1321","20160420-gel2"
"3: 58-01N3S2","3","9","24.54","340.47","0.0334","20160420-gel2"
"3: 58-01N3S2","3","10","22.24","522.36","0.0566","20160420-gel2"
"3: 58-01N3S2","3","11","18.22","3231.65","0.2522","20160420-gel2"
"3: 58-01N3S2","3","12","16.81","2159.81","0.1819","20160420-gel2"
"4: 3-01N3S4","4","1","18.74","169.90","1.0000","20160420-gel2"
"5: 39-01N3S4","5","1","43.18","105.36","0.0390","20160420-gel2"
"5: 39-01N3S4","5","2","40.62","101.38","0.0420","20160420-gel2"
"5: 39-01N3S4","5","3","38.09","33.92","0.0104","20160420-gel2"
"5: 39-01N3S4","5","4","28.85","296.53","0.1354","20160420-gel2"
"5: 39-01N3S4","5","5","18.82","1688.81","0.6404","20160420-gel2"
"5: 39-01N3S4","5","6","17.55","158.60","0.1328","20160420-gel2"
"6: 8-01P2S1","6","1","18.97","159.32","1.0000","20160420-gel2"
"7: 40-01P2S1","7","1","48.18","98.62","0.0149","20160420-gel2"
"7: 40-01P2S1","7","2","43.76","278.88","0.0651","20160420-gel2"
"7: 40-01P2S1","7","3","40.96","149.14","0.0322","20160420-gel2"
"7: 40-01P2S1","7","4","38.32","27.60","0.0040","20160420-gel2"
"7: 40-01P2S1","7","5","32.68","34.98","0.0069","20160420-gel2"
"7: 40-01P2S1","7","6","28.85","532.10","0.1765","20160420-gel2"
"7: 40-01P2S1","7","7","24.99","68.92","0.0168","20160420-gel2"
"7: 40-01P2S1","7","8","22.68","172.59","0.0485","20160420-gel2"
"7: 40-01P2S1","7","9","18.67","2146.72","0.5121","20160420-gel2"
"7: 40-01P2S1","7","10","17.33","307.43","0.1230","20160420-gel2"
"8: 34-01P2S4","8","1","48.47","246.28","0.0300","20160420-gel2"
"8: 34-01P2S4","8","2","44.06","755.89","0.1130","20160420-gel2"
"8: 34-01P2S4","8","3","41.08","487.50","0.0712","20160420-gel2"
"8: 34-01P2S4","8","4","28.85","1033.53","0.2106","20160420-gel2"
"8: 34-01P2S4","8","5","22.46","43.28","0.0044","20160420-gel2"
"8: 34-01P2S4","8","6","19.49","364.33","0.0431","20160420-gel2"
"8: 34-01P2S4","8","7","18.52","2648.92","0.4684","20160420-gel2"
"8: 34-01P2S4","8","8","17.26","344.61","0.0595","20160420-gel2"
"9: 52-01P4S4","9","1","46.71","48.90","0.0035","20160420-gel2"
"9: 52-01P4S4","9","2","43.47","141.54","0.0129","20160420-gel2"
"9: 52-01P4S4","9","3","40.73","162.47","0.0143","20160420-gel2"
"9: 52-01P4S4","9","4","28.41","1029.85","0.2795","20160420-gel2"
"9: 52-01P4S4","9","5","24.69","122.76","0.0149","20160420-gel2"
"9: 52-01P4S4","9","6","22.24","140.67","0.0184","20160420-gel2"
"9: 52-01P4S4","9","7","18.22","2898.81","0.4495","20160420-gel2"
"9: 52-01P4S4","9","8","16.96","1424.79","0.2070","20160420-gel2"
"10: E.COLI","10","1","56.12","263.71","0.1298","20160420-gel2"
"10: E.COLI","10","2","51.71","717.18","0.2161","20160420-gel2"
"10: E.COLI","10","3","48.76","880.82","0.2393","20160420-gel2"
"10: E.COLI","10","4","44.94","813.36","0.0352","20160420-gel2"
"10: E.COLI","10","5","41.42","596.83","0.1725","20160420-gel2"
"10: E.COLI","10","6","39.47","251.23","0.0956","20160420-gel2"
"10: E.COLI","10","7","37.97","138.77","0.0539","20160420-gel2"
"10: E.COLI","10","8","18   ","36.70","0.0518","20160420-gel2"
"10: E.COLI","10","9","15.03","2.8430","0.0059","20160420-gel2"
