"band.point","fluorescence"
0.3135,21.6827333578832
0.4915,21.5090278217716
0.5762,19.8275483932682
0.6186,19.799518483134
0.7372,20.6291177421039
0.8982,20.0128043585361
1.1354,24.773524273838
1.3557,25.8696206761644
1.4828,30.4469502145106
1.9828,25.470305095214
2.0167,25.4900006330828
2.1777,26.4448037585271
2.2709,26.2509474979992
2.4657,26.9376367447835
2.7454,26.3219732109167
2.8979,25.9520660234458
3.0419,25.9575522207487
3.3809,28.3131340121215
3.6351,31.9293638915128
3.7706,28.990653443195
4.0079,24.1579708619798
4.0333,24.1667693295674
4.1519,22.7478546364491
4.2706,21.8626506631947
4.457,35.6672918372713
4.7281,23.3415821226058
4.9993,27.2745945763339
5.1264,77.0843107257013
5.2365,47.8092050703511
5.6772,41.5488677537191
