"band.point","fluorescence"
0.2711,21.9661155557325
0.3982,22.5093928077803
0.483,21.1561480922055
0.8389,20.6067649184938
0.9999,22.3691853408002
1.0931,23.11706901585
1.2795,23.3384532514289
1.4744,27.6836594283116
2.2539,32.03023084306
2.398,35.1207546018287
2.4742,35.5006448467786
2.8894,26.3208479173897
3.1182,25.7269386379646
3.3724,26.014488135846
3.813,27.5400885624785
3.9655,25.7483938642327
3.991,25.7662757626965
4.1265,29.2318178071029
4.3214,22.1815193189729
4.4316,26.5890622474192
4.618,22.9312665665113
4.7281,22.8375142906664
4.8552,21.4807343693546
4.9993,23.021690276508
5.1349,71.556021512175
5.2365,40.660050608699
5.262,41.3399127066041
5.4145,42.1431811359444
5.5162,40.3570043499859
5.6602,40.1378665233413
