"lane.id","strain","Band","MW","intensity","rel.int","gel.id"
"2: 57-19P2S1","19P2S1","1","87390","68.05","0.0178","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","2","84160","144.8","0.0469","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","3","82000","202.97","0.1114","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","4","78400","237.58","0.0746","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","5","76070","166.67","0.0545","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","6","73730","99.77","0.0313","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","7","71030","55.73","0.0179","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","8","68160","32.61","0.0101","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","9","63520","36.57","0.0128","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","10","48620","20.32","0.0064","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","11","41760","17.1","0.009","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","12","41500","28.38","0.0113","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","13","38800","164.85","0.1175","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","14","35110","116.59","0.0478","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","15","32760","240.6","0.1306","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","16","28370","460.8","0.2092","2016-4-25_1_20160420-gel3_Data"
"2: 57-19P2S1","19P2S1","17","25860","214.26","0.0908","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","1","91710","45","0.0049","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","2","87930","193.83","0.0379","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","3","84880","389.93","0.0492","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","4","82900","529.93","0.0581","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","5","81280","605.57","0.0782","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","6","79120","569.76","0.0726","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","7","77150","456.76","0.0563","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","8","74630","302.31","0.0389","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","9","72110","187.86","0.0238","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","10","69420","124.6","0.0166","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","11","66360","74.69","0.0087","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","12","49450","87.7","0.0137","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","13","41950","111.62","0.0205","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","14","41760","111.54","0.0132","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","15","41540","191","0.0341","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","16","39160","500.11","0.116","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","17","35820","312.67","0.0692","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","18","34470","339.14","0.0494","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","19","33550","453.5","0.0858","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","20","29570","673.71","0.1436","2016-4-25_1_20160420-gel3_Data"
"4: 56-19P2S4","19P2S4","21","27590","121.81","0.0093","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","1","86130","98.26","0.0162","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","2","82540","252.36","0.0478","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","3","80200","335.08","0.073","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","4","78040","339.74","0.08","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","5","75710","301.46","0.0641","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","6","73190","266.23","0.0576","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","7","70490","222.05","0.0529","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","8","67620","169.93","0.0367","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","9","59380","82.87","0.018","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","10","42000","52.03","0.011","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","11","41840","65.3","0.0174","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","12","41610","84.06","0.018","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","13","40010","308.04","0.0985","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","14","38300","100.37","0.0169","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","15","36320","193.91","0.0535","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","16","34890","253.01","0.0656","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","17","34040","333.67","0.0937","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","18","30070","590.76","0.1686","2016-4-25_1_20160420-gel3_Data"
"6: 55-19P5S1","19P5S1","19","28530","85.75","0.0104","2016-4-25_1_20160420-gel3_Data"
"8: 37-19P5S5","19P5S5","1","83260","99.67","0.0644","2016-4-25_1_20160420-gel3_Data"
"8: 37-19P5S5","19P5S5","2","81100","139.47","0.1085","2016-4-25_1_20160420-gel3_Data"
"8: 37-19P5S5","19P5S5","3","78760","140.33","0.0999","2016-4-25_1_20160420-gel3_Data"
"8: 37-19P5S5","19P5S5","4","76430","111.2","0.0889","2016-4-25_1_20160420-gel3_Data"
"8: 37-19P5S5","19P5S5","5","73730","85.2","0.0694","2016-4-25_1_20160420-gel3_Data"
"8: 37-19P5S5","19P5S5","6","71030","63.2","0.0428","2016-4-25_1_20160420-gel3_Data"
"8: 37-19P5S5","19P5S5","7","68160","41.27","0.0285","2016-4-25_1_20160420-gel3_Data"
"8: 37-19P5S5","19P5S5","8","60210","13.53","0.0083","2016-4-25_1_20160420-gel3_Data"
"8: 37-19P5S5","19P5S5","9","40290","49.65","0.0368","2016-4-25_1_20160420-gel3_Data"
"8: 37-19P5S5","19P5S5","10","38380","21.91","0.0148","2016-4-25_1_20160420-gel3_Data"
"8: 37-19P5S5","19P5S5","11","36320","59.26","0.0432","2016-4-25_1_20160420-gel3_Data"
"8: 37-19P5S5","19P5S5","12","33970","161.79","0.1541","2016-4-25_1_20160420-gel3_Data"
"8: 37-19P5S5","19P5S5","13","29990","300.4","0.2404","2016-4-25_1_20160420-gel3_Data"
"9: 49-01P2S2","01P2S2","1","71390","121.33","0.0374","2016-4-25_1_20160420-gel3_Data"
"9: 49-01P2S2","01P2S2","2","68160","271.26","0.0734","2016-4-25_1_20160420-gel3_Data"
"9: 49-01P2S2","01P2S2","3","61030","225.19","0.0647","2016-4-25_1_20160420-gel3_Data"
"9: 49-01P2S2","01P2S2","4","41820","136.66","0.0457","2016-4-25_1_20160420-gel3_Data"
"9: 49-01P2S2","01P2S2","5","41600","81.25","0.0237","2016-4-25_1_20160420-gel3_Data"
"9: 49-01P2S2","01P2S2","6","39440","666.47","0.3313","2016-4-25_1_20160420-gel3_Data"
"9: 49-01P2S2","01P2S2","7","36170","157.84","0.0452","2016-4-25_1_20160420-gel3_Data"
"9: 49-01P2S2","01P2S2","8","33830","201.53","0.0849","2016-4-25_1_20160420-gel3_Data"
"9: 49-01P2S2","01P2S2","9","29500","707.68","0.275","2016-4-25_1_20160420-gel3_Data"
"9: 49-01P2S2","01P2S2","10","27430","164.55","0.0153","2016-4-25_1_20160420-gel3_Data"
"9: 49-01P2S2","01P2S2","11","19730","24.07","0.0035","2016-4-25_1_20160420-gel3_Data"
