"band.point","fluorescence"
0.2034,10.7116440869556
0.3898,11.156535490185
0.4153,11.084837159875
0.5424,11.6671945351618
0.9322,16.7105366900354
1.2966,17.3017214602761
1.6525,27.6812517321677
1.9661,32.487026682014
2.2712,50.1329104241618
2.5932,73.8467709788079
2.9576,66.1240941568525
3.0424,56.0165097756637
3.0763,55.7008269809186
3.3559,33.1299306003874
3.6949,28.0513437401832
4.2203,46.0107401375061
4.5169,31.4414258807985
4.6017,29.4505080066823
4.9576,10.1086911284062
5.0932,10.3658963610856
5.1271,10.2953194758249
5.3475,54.2010933523387
5.7203,19.6533769819086
