"band.point","fluorescence"
0.2797,11.5613066798634
0.3559,11.0103697981688
0.4576,12.341923722273
0.4831,12.3708486931502
0.8644,22.0851871653636
0.9915,18.4115372446891
1.4153,12.7103545422973
2.1695,41.3021022731043
2.6102,57.1339451738285
2.7881,54.6758693890214
3.0847,152.106320062747
3.3729,59.019128996348
3.5847,40.1369906003172
3.9237,54.3155570420442
4.2797,78.1679333076321
4.678,59.6297214509625
4.7712,40.8162455407014
4.9322,11.2834936644477
5.2119,90.4937894360409
5.3475,117.602420937897
5.6356,41.81041551826
