"band.point","fluorescence"
0.3813,21.5092388774894
0.5931,20.0237836128788
0.7457,20.5999931353762
0.9236,23.8440880888416
1.0337,21.5837054036233
1.1524,21.8368060494727
1.5083,24.4377760240813
1.8048,27.0461317544146
1.9319,28.2993582433766
2.1692,26.7383638367428
2.3641,27.218800272554
2.4657,27.2446137078153
2.4912,27.2439457039153
2.6522,27.5844878923778
2.9318,34.3398530756767
3.2877,24.6754894913829
3.3978,23.3163292825303
3.5419,22.7189713543317
3.6435,22.3809331989982
3.813,21.8381704099352
4.0079,24.9563965938232
4.1858,27.7780557275985
4.5587,30.8278564967457
5.1264,100.465674798457
5.2281,46.382563422306
5.262,46.7808497855868
5.4314,41.4608441945945
5.6856,37.031573689581
