"band.point","fluorescence"
0.2797,11.1854221507442
0.4831,10.4651876317396
0.8644,11.6498791529197
0.9576,11.1310009353099
1.1186,12.4275990206432
1.2966,12.1289079158469
1.5339,13.8556914091554
1.678,11.5942552292241
1.9068,11.4085166563589
1.9661,11.2589866567528
2.0678,12.7254531825894
2.3898,13.8276735137474
2.661,15.9154594452628
2.8305,16.2240922501395
2.9576,16.3007585063167
3.1102,15.5466079691068
3.4153,13.6009344206792
3.6949,19.7197975768995
4.0932,14.4055025651423
4.2542,14.6310499491237
4.2881,14.5981196397522
4.3644,14.6997831099142
4.3983,14.8105001443615
4.5169,31.5848311434412
5.0508,21.0490128129811
5.2458,36.409524995148
5.3305,37.2798989563905
5.6186,32.001374073225
