"band.point","fluorescence"
0.1356,30.1624502290848
0.2711,21.3546898673804
0.4491,22.3807659733779
0.627,23.4306736287943
0.805,25.3468142040669
0.8558,25.0936402225811
1.4913,33.8209963637594
1.5676,32.7467300151269
1.8557,36.7595003030902
2.076,60.8091292464967
2.4996,68.4915237572061
2.9064,117.906923107713
2.9572,124.051415905563
3.1097,41.5798988863579
3.2199,44.6610415356141
3.4571,35.8058647926522
3.7537,39.8383471302355
4.1265,80.4734842829682
4.5248,44.2689398405733
4.9993,24.352186865076
5.1687,85.1452638800144
5.2535,71.5343784307942
5.6517,39.6094725913478
