"lane.id","strain","Band","MW","intensity","rel.int","gel.id"
"9: 113-21P2S1","21P2S1","16","7488.4","591.15","0.1524","2016-4-25_2_20150525-gel3-4_Data"
"9: 113-21P2S1","21P2S1","17","4325.6","431.85","0.0975","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","1","70869.6","165.74","0.0627","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","2","67043.5","235.48","0.0753","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","3","60491.8","235.7","0.1113","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","4","56557.4","217.23","0.0526","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","5","52623","145.44","0.0548","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","6","48688.5","92.03","0.0424","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","7","43967.2","44.94","0.0163","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","8","29000","17.93","0.0049","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","9","26275.2","37.08","0.0112","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","10","21935.8","64.29","0.0171","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","11","19816.5","179.33","0.0798","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","12","16232.6","174.13","0.0563","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","13","9069.8","178.94","0.0833","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","14","7674.4","283.19","0.1484","2016-4-25_2_20150525-gel3-4_Data"
"10: 115-21P4S4","21P4S4","15","4790.7","271.55","0.1836","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","1","67739.1","435.45","0.1359","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","2","65606.6","444.98","0.0574","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","3","62065.6","431.35","0.0724","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","4","58918","388.71","0.0706","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","5","55377","300.08","0.0591","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","6","51442.6","207.71","0.0443","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","7","47114.8","148.74","0.0327","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","8","42000","114.14","0.0327","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","9","30229.5","98.31","0.025","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","10","26981.7","214.86","0.0489","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","11","24761.5","137.81","0.0315","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","12","22844","161.93","0.0137","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","13","20422","206.3","0.055","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","14","16883.7","291.98","0.0502","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","15","7860.5","414.89","0.1479","2016-4-25_2_20150525-gel3-4_Data"
"11: 116-21P4S2","21P4S2","16","4976.7","333.38","0.1227","2016-4-25_2_20150525-gel3-4_Data"
"12: 119-21N3S4","21N3S4","1","58131.1","369.8","0.0605","2016-4-25_2_20150525-gel3-4_Data"
"12: 119-21N3S4","21N3S4","2","45541","416.85","0.0249","2016-4-25_2_20150525-gel3-4_Data"
"12: 119-21N3S4","21N3S4","3","41941.2","1053.65","0.0542","2016-4-25_2_20150525-gel3-4_Data"
"12: 119-21N3S4","21N3S4","4","41558.8","965.04","0.0778","2016-4-25_2_20150525-gel3-4_Data"
"12: 119-21N3S4","21N3S4","5","36377","404.43","0.0444","2016-4-25_2_20150525-gel3-4_Data"
"12: 119-21N3S4","21N3S4","6","32278.7","378.21","0.0411","2016-4-25_2_20150525-gel3-4_Data"
"12: 119-21N3S4","21N3S4","7","28091.7","405.99","0.0517","2016-4-25_2_20150525-gel3-4_Data"
"12: 119-21N3S4","21N3S4","8","25669.7","145.6","0.0175","2016-4-25_2_20150525-gel3-4_Data"
"12: 119-21N3S4","21N3S4","9","23449.5","296.34","0.0232","2016-4-25_2_20150525-gel3-4_Data"
"12: 119-21N3S4","21N3S4","10","21834.9","553.57","0.0809","2016-4-25_2_20150525-gel3-4_Data"
"12: 119-21N3S4","21N3S4","11","18000","311.37","0.0395","2016-4-25_2_20150525-gel3-4_Data"
"12: 119-21N3S4","21N3S4","12","8139.5","1341.47","0.2411","2016-4-25_2_20150525-gel3-4_Data"
"12: 119-21N3S4","21N3S4","13","5441.9","1278.59","0.2432","2016-4-25_2_20150525-gel3-4_Data"
