"band.point","fluorescence"
0.1083,31.6901790351373
0.1583,33.0182079078797
0.2167,33.3673194271512
0.3083,35.1337171969617
0.4083,32.1163007397396
0.5166,37.0846688975824
0.75,30.543534418934
0.8333,43.9013241812655
0.9083,39.8136654082785
1.1749,22.6841317087506
1.2916,24.826351380833
1.4749,28.4599210406703
1.8249,18.9371238166689
1.9915,32.7492777355925
2.2915,39.6014691291491
2.3749,20.7337966496916
2.6082,10.9556752945874
2.6998,10.7165134537013
2.8332,10.1152713655594
2.9498,10.571615176075
3.1331,50.4368639701073
