"band.point","fluorescence"
0.1916,24.0794182075696
0.3165,23.668994253886
0.4581,25.0150717898266
0.558,27.7373371108713
0.6496,25.6039163206368
0.7496,26.3319004735257
0.8329,26.4136886576651
0.9245,26.9872650098649
1.0494,27.5660955200588
1.1244,27.9498121721367
1.2243,27.4191462994854
1.3076,27.7858943381392
1.3659,27.5113908152045
1.5908,35.9275307822623
1.6824,33.2716658116852
1.8323,24.2467353221227
1.9489,23.800393038905
2.0655,23.1450381449236
2.1571,23.1015167453085
2.2321,23.2515842813646
2.3154,22.3573737888733
2.3737,22.4959441370914
2.4486,22.2833753774877
2.8151,28.5568730296008
3.1899,31.520769547623
