"band.point","fluorescence"
0.2582,30.3596791784683
0.4414,24.7037227100358
0.533,25.5591231879549
0.608,25.5631686689209
0.7079,27.2613540149621
0.7912,28.5331653829223
0.9578,32.6476654012985
1.1494,37.9141939794543
1.2243,36.4186605858984
1.2993,34.0430433166289
1.3992,31.710793378729
1.4992,29.0690637326329
1.5991,27.8057088005228
1.6824,26.1317267588593
1.7823,26.0275745283141
1.8656,26.1230405305498
1.9239,26.2207870105319
2.0072,26.7533624393902
2.0738,27.5761585622005
2.1821,26.5510799475873
2.3154,27.4984208257686
2.3404,27.4310677121269
2.4986,29.9897517277056
2.8151,31.7624852635245
3.1149,29.8180982528039
3.2898,24.848387020208
3.3648,24.0816745758341
3.4814,24.8979308348809
