"band.point","fluorescence"
0.0421,42.902623708543
0.1685,43.6389301993778
0.2612,49.6102866098613
0.5476,47.6740220025661
0.9015,54.4146031770307
1.011,58.8103011601238
1.2385,61.4041637197512
1.4406,64.2171604681476
1.5417,65.2747722787048
1.685,76.277060259707
1.8113,68.7697408654208
1.9461,43.2543678986107
1.9714,43.4335382506227
2.1568,43.2794905057395
2.2242,43.8170159708363
2.3168,43.5792130868233
2.5527,42.4896348355231
2.7212,48.4835497561325
2.9992,57.4721511073297
3.1172,64.4032486214696
3.4121,39.4199199906788
3.5047,39.9960121121494
3.6227,99.5648033508765
3.7491,85.6447887599251
4.0018,77.4048078239324
