"band.point","fluorescence"
0.125,29.0378328732986
0.2,26.987916796305
0.2833,29.3695102251959
0.325,28.7585474053907
0.5333,32.3900294836211
0.5833,30.577146936218
0.8583,40.2517981660953
0.9499,35.8741612580939
1.0999,21.6907363180654
1.2416,19.0536555165873
1.3249,20.9809805433671
1.5082,20.9605335239189
1.6832,14.3165954351892
2.0415,30.4944056062391
2.3332,33.1529874388486
2.5998,11.885309004061
2.6915,11.3304339267299
2.7832,10.2322842200736
2.8748,10.1151024726056
2.9165,10.0853736650016
2.9915,11.1670311386187
3.0915,36.5844759702187
3.1665,30.3510965184673
