"band.point","fluorescence"
0.1167,44.1462294657266
0.3083,39.8047013956351
0.4833,43.3531203501953
0.5416,43.4608808961912
0.6916,35.6949339787123
0.7666,37.1558552757028
0.8583,53.4046892198568
0.9499,44.5013795079948
1.1333,23.4278135014002
1.2083,23.9751868619775
1.3582,25.7197269232907
1.5582,25.9162991637337
1.7582,18.6653001307101
1.8915,20.1327759386957
2.0749,32.455565394416
2.3665,29.937095370863
2.4582,29.4496087556586
2.7165,10.6870292630182
2.7915,10.3759798850982
2.8332,10.4777032279121
2.9165,10.7229833453674
3.0665,50.8893805454991
3.1831,66.3675000172497
