"band.point","fluorescence"
0.2,54.7262764907478
0.4416,77.8512176485943
0.5166,74.5364888563504
0.5916,61.5900391827604
0.7166,50.2943321391552
0.8416,67.9377232510102
0.9499,58.2089261932938
1.1499,31.2868471417404
1.2249,33.0377433945142
1.3333,31.011616680479
1.5499,28.1294951588212
1.7416,21.7623002115338
2.0749,45.2677883682444
2.3582,33.5832628815247
2.4665,30.9133960640474
2.6498,11.5995059663881
2.7832,10.5727915452794
2.8748,10.3789157450901
3.0748,42.1091186617072
3.1831,53.3939930178283
