"band.point","fluorescence"
0.0505,51.0408301326388
0.8678,138.915002914227
0.9183,138.360451258748
1.2637,69.564465066848
1.3732,66.3067123946109
1.4743,57.3188950708712
1.6176,55.0933560924477
1.7271,58.0021677229969
1.845,58.0621481772297
1.9798,65.3202975034941
2.2073,104.233627553225
2.3927,71.5313055745574
2.5696,77.4906994836092
2.7549,95.9375592680846
3.0582,131.568561631862
3.3615,29.1718345230917
3.5721,32.64610512339
3.5974,32.463182131075
3.7069,91.591617675849
3.8586,129.205759342122
4.1282,76.3188491761271
