"band.point","fluorescence"
0.0084,57.1432991066462
0.5897,99.1535956205961
0.6571,98.6427529133008
0.9689,115.900250449372
1.0278,112.588638059048
1.2974,68.7832072738031
1.3985,60.5548673530211
1.4996,56.1157048359882
1.7439,51.534405249351
1.8703,53.7368328827246
2.0135,57.1302428588285
2.241,61.5866997578593
2.4264,45.2666421582353
2.6285,62.4321793874172
2.7802,92.8561124402629
3.0919,96.589259573988
3.4542,34.3293856592917
3.5637,33.2489944260781
3.7069,97.1034370568493
3.8333,108.773604584036
4.1029,69.5615224457766
