"band.point","fluorescence"
0.125,55.85169339304
0.2667,65.0952257915662
0.3166,69.1268795727439
0.3833,67.232244595305
0.4583,56.1681046560902
0.5416,44.7172673763959
0.6166,36.819856020829
0.7166,32.9825529316137
0.8416,29.3411071058079
1.0499,29.9109632987964
1.1999,35.6384783472241
1.3416,45.0561328436937
1.5416,54.1910540449007
1.8915,31.0277184982674
2.0665,53.7919217489481
2.3582,54.3234983450574
2.7582,10.4971505790328
2.8332,10.4436215280699
2.9165,11.3912867978144
3.0748,46.0656503074475
3.1498,57.5276244516948
