"band.point","fluorescence"
0.0833,14.2106878931678
0.15,14.3542604196944
0.3583,17.1620977913825
0.4416,14.7384751923873
0.4583,14.7358289091031
0.5666,14.8683531882108
0.6166,14.7819247815822
0.7166,15.7493736055618
0.7916,14.7932450571679
0.8666,14.470944576883
0.9416,13.6011316112773
1.0499,13.1345847578324
1.1249,12.7979367115828
1.1999,13.7918703444958
1.3083,12.6333547891174
1.4332,18.3842019986668
1.6916,13.0553432975829
1.7582,13.5450607541767
1.9415,14.9803877752657
2.0165,14.4892893872029
2.0999,14.3476078624577
2.2415,32.300684531044
2.3415,22.8793266057571
2.5082,11.6314252475829
2.5498,11.4967602726213
2.6415,11.0897574785095
2.7582,21.2918647721215
2.9165,38.458694173765
3.0415,35.0823799145914
