"band.point","fluorescence"
0.1249,29.5667846946265
0.2082,30.3469607656683
0.4747,22.705836749429
0.5497,23.4041269719621
0.633,24.2767866221918
0.7829,30.1082931244814
0.8912,26.1367642350161
0.9745,28.6877240824972
1.0494,24.6264532613547
1.1743,25.5007524074051
1.1993,25.5456673586796
1.3243,25.1317266260339
1.4076,31.1072526472879
1.5075,25.7966049671821
1.6074,26.349659753446
1.724,24.13710267887
1.849,25.4230563646089
1.9822,23.2653187374821
2.0655,22.0260718304251
2.1405,21.9606442107185
2.2154,22.0774063068975
2.2737,21.8103404517915
2.3654,21.8491650842135
2.4986,21.1139724395886
2.6152,20.7221500571078
2.7318,21.048510238981
2.8567,20.7805740599782
2.965,20.301494022878
3.1066,24.7816644664759
3.1899,44.9410011493172
3.2732,20.3474388683861
3.3315,20.1916644231167
3.4481,20.6367534910684
