"band.point","fluorescence"
0.1916,28.8035762888152
0.3581,23.5712093216965
0.558,27.8579185284745
0.9078,41.2205831929074
0.9911,43.2903678068908
1.0661,45.5530372573324
1.1244,45.7485484616493
1.2826,36.3696314607745
1.3742,32.4351784079723
1.4659,28.1178826170125
1.5991,27.2500247918301
1.6991,27.0564457897049
1.7823,25.7933195481515
1.9073,27.888200962944
2.0655,26.9628328381964
2.2404,23.3453926261872
2.3071,23.8451259128837
2.4486,22.5138516027193
2.6652,29.4686081955014
2.8068,37.089357914066
3.0816,37.2187145443722
3.4064,18.8728324794978
3.4398,18.8292498233505
3.5647,18.7008362294183
